,correction,RID,smiles
79,,R2634,*c1cc2c(c(Br)c1*)C(C)(C)CC21CC(C)(C)c2cc3oc4c(C#N)c5oc6cc7c(cc6oc5c(C#N)c4oc3c(Br)c21)OC1(CC(C)(C)c2cc3c(cc2O1)Oc1c(C#N)c(*)c(*)c(C#N)c1O3)CC7(C)C
80,,R2635,*c1cc2c(cc1*)C1(c3cc4oc5c(C#N)c6oc7cc8c(cc7oc6c(C#N)c5oc4cc3C(C)(CC)C1C)OC1(CC(C)(C)c3cc4c(cc3O1)Oc1c(C#N)c(*)c(*)c(C#N)c1O4)CC8(C)C)C(*)(C)C2
81,,R2640,*c1cc2c(cc1*)C1(c3ccccc3-2)c2ccccc2-c2cc3c(cc21)Oc1c(C#N)c(*)c(*)c(C#N)c1O3
82,,R2713,*C=CC1CC(*)C(C#N)([Si](C)(C)C)C1
83,,R2714,*C=CC1CC(*)C(C#N)([Si](C)(C)O[Si](C)(C)C)C1
84,,R2715,*C=CC1CC(*)C(C#N)([Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)C1
85,,R2717,*C=CC1CC(*)C(C#N)([Si](C)(C)[Si](C)(C)C)C1
86,,R2823,*CCCCCC#N
87,,R2954,*CC(C)(C)C#N
88,,R2956,*CC(C#N)CCCCC
89,,R2957,*CC(C#N)CCCC
90,sulfur SCN,R2958,*SC#N
91,,R2994,*CC(C#N)CC
92,,R2995,*C(C)(C)C#N
93,,R3013,*CC(*)(*)C#N
94,,R3040,*c1cc2c(cc1*)C1(C)c3cc4c(cc3C2(C)c2cc3cc5c(cc3cc21)C(C)(C)CCC5(C)C)Oc1c(C#N)c(*)c(*)c(C#N)c1O4
95,,R3041,*c1cc2c(cc1*)C1(c3cc4c(cc3-c3cc5c(cc31)C(C)(C)CCC5(C)C)Oc1c(C#N)c(*)c(*)c(C#N)c1O4)c1cc3c(cc1-2)C(C)(C)CCC3(C)C
96,,R3044,*c1ccc2c(c1)Oc1c(C#N)c(*)c(*)c(C#N)c1O2
97,,R3051,*c1cc2c(cc1*)C1(C)c3cc4c(cc3C2(C)c2cc3ccccc3cc21)Oc1c(C#N)c(*)c(*)c(C#N)c1O4
98,,R3052,*c1cc2c(cc1*)C1(C)c3cc4c(cc3C2(C)c2cc3cc5c(cc3cc21)C(C)(C)C(C)(C)C5(C)C)Oc1c(C#N)c(*)c(*)c(C#N)c1O4
99,,R3053,*c1ccc2cc3c(cc2c1)C1(C)c2cc(*)c(*)cc2C3(C)c2cc3c(cc21)Oc1c(C#N)c(*)c(*)c(C#N)c1O3
100,,R3054,*c1cc(*)c2cc3c(cc2c1)C1(C)c2cc(*)c(*)cc2C3(C)c2cc3c(cc21)Oc1c(C#N)c(*)c(*)c(C#N)c1O3
101,,R3055,*c1cc2c(cc1*)C1(C)c3cc4c(cc3C2(C)c2cc3cc(C)c(C)cc3cc21)Oc1c(C#N)c(*)c(*)c(C#N)c1O4
102,,R3093,*c1ccc(C#N)cc1C
103,NOOH,R3134,*=C(C#N)c1ccc([N+](=O)[O-])cc1
104,NOOH,R3203,*c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)cc1
105,,R3256,*O[Si](*)(C)CCC#N
106,,R3308,*c1ccc2cc(C#N)ccc2c1
107,,R3309,*=Cc1ccc(C#N)cc1
95,,R2545,*O[N+](=O)[O-]
114,,R3064,*c1cccc([N+](=O)[O-])c1
115,,R3065,*c1ccc([N+](=O)[O-])cc1
116,,R3067,*c1ccc([N+](=O)[O-])cn1
117,,R3068,*c1ccc([N+](=O)[O-])cc1C
118,,R3069,*c1ccc([N+](=O)[O-])c(*)c1
119,,R3070,*c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
120,,R3071,*CC[N+](=O)[O-]
122,,R3073,*c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
123,,R3074,*c1cc(*)cc([N+](=O)[O-])c1
125,,R3076,*c1ccc(*)c([N+](=O)[O-])c1
128,,R3100,*c1ccc(Cl)c([N+](=O)[O-])c1
130,,R3110,*C=C(*)c1ccc([N+](=O)[O-])cc1
131,,R3112,*C(C)C(*)[N+](=O)[O-]
139,,R3132,*c1ccc([N+](=O)[O-])c(C)c1
143,,R3144,*c1ccc(C=*)cc1[N+](=O)[O-]
146,,R3153,*CC(C)([N+](=O)[O-])[N+](=O)[O-]
150,,R3159,*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-]
151,,R3160,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1
152,,R3161,*C#Cc1cc(*)c(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])s1
155,,R3176,*c1ccc(C2(c3ccc(*)cc3)c3cc(*)ccc3-c3ccc([N+](=O)[O-])cc32)cc1
156,,R3177,*=Cc1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1
159,,R3180,*c1nc2ccc([N+](=O)[O-])cc2o1
160,,R3182,*c1nc2cc([N+](=O)[O-])ccc2[nH]1
161,,R3183,*c1nc2ccc([N+](=O)[O-])cc2n1*
162,,R3184,*n1c(C=*)nc2ccc([N+](=O)[O-])cc21
163,,R3185,*c1cc([N+](=O)[O-])c(*)cc1C=*
182,,R3241,*c1[nH]c2ccc([N+](=O)[O-])cc2c1*
183,,R3242,*c1[nH]c2cc([N+](=O)[O-])ccc2c1*
187,,R3319,*C#Cc1cc(*)c(C#Cc2ccc(*)c([N+](=O)[O-])c2)cc1*
134,,R3125,*c1ccccc1[N+](=O)[O-]
113,,R3056,*=Cc1ccc([N+](=O)[O-])cc1
40,,R1085,*c1ccc2c(c1)C(CC1=NC(*)CO1)(CC1=NC(*)CO1)c1cc(*)ccc1-2
215,,R2072,*C1=CC2=CC(*)=NC2=N1
217,,R2075,*C1=NC2=CC(*)C=CC2=C1
216,,R2073,*C1=CC2=NC(*)=CC2=N1
1,,,*OCOC
2,,,*OB(c1ccc(*)cc1)c1ccc(*)cc1
3,,,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(*)cc1
4,,,*OC[Si](*)(C)C
5,,,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O*
6,,,*c1ccc(*)c(S)c1
8,,,*CC(*)(C)C(=C)O*
9,,,*C[Si](C)(C)O[Si](C)(C)C
11,,,*C1COC2(CCCCC2)O1
15,,,*O[Si](*)(C)CC[Si](O*)(O*)O*
16,,,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O*
17,,,*CC[Si](*)(C)O*
18,,,*C1OC(*)C2CCCCC12
19,,,*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
20,,,*c1cccc2c1OCO2
23,,,*C1(*)OC(*)(F)C(*)(F)O1
24,,,*N1CCCCC1
25,,,*c1cc2c(cc1*)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(*)c(*)c(*)c(*)c1O3
26,,,*O[Si](C)(C)CC[Si](C)(C)O*
27,,,*OCO*
29,,,*c1ccc2c(c1)Sc1ccc(C(=*)c3ccccc3)cc1S2
31,,,*C1CCN(*)CC1
33,,,*C=C1C=C(*)C[N+](*)(*)C1
35,,,*C1COCCOCCOCCOCCOCCO1
37,,,*OC(F)(F)O*
38,,,*C1OC(C)(C)OC1*
40,,,*c1c(Br)cc2c(c1Br)C(=C)OC21c2cc(Br)c(*)c(Br)c21
41,,,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O*
43,,,*c1ccc2c(c1)Sc1cc(*)ccc1S2
44,,,*CCCCCCCCCCCCCC(*)=O
45,,,*CC[Si](*)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O*
46,,,*SC(=O)CCCCCCCCCCC(=O)S*
47,,,*C1C=CNN1*
48,,,*C1=CC(=*)C=C(C=*)O1
49,,,*C(=O)CCCCCCCCCCCCCC
50,,,*C1CC2CC(*)CC(C1)O2
51,,,*C(=*)c1ccc(C(=*)N2CC(C)N(*)CC2C)cc1
52,,,*C1CO1
54,,,*O[Si](*)(C)C1CC2CC1CC2*
55,,,*c1ccc([Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)cc1
57,,,*c1ccc2c(c1)[Si](CCCCCCCC)(CCCCCCCC)c1cc(*)ccc1N2*
58,,,*C1OCCO1
59,,,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
60,,,*c1ccc(C2(c3ccc4c(c3)Oc3cc5nc6cc7c(cc6nc5cc3O4)C(C)(C)CC73CC(C)(C)c4cc5nc6cc(*)c(*)cc6nc5cc43)c3ccccc3-c3ccccc32)cc1*
61,,,*CCCCCCCCCC[Si](*)(C)O*
64,,,*C1OC(*)C(*)O1
65,,,*C(=*)c1cccc(C(=*)N2CCN(*)CC2)c1
66,,,*O[Si](CC)(CC)CC
70,,,*c1ccc(C2(*)OCc3ccccc32)cc1
73,,,*C1OCC2(CO1)COC(*)OC2
74,,,*C1CN(*)CC1*
76,,,*C1CC(C)CC(*)O1
77,,,*c1ccc2c(c1)CN(*)C2
78,,,*CCCCCCCC[Si](*)(C)O*
80,,,*c1ccc(C2(c3ccc(*)cc3)c3ccccc3Oc3ccccc32)cc1
82,,,*c1cc(C)c(*)c(C)c1C
83,,,*OC(*)(O*)O*
85,,,*O[Si](C)(C)O[Si](C)(C)O*
86,,,*SC(*)=C(*)S*
88,,,*C1(C)COC(C)(C)OC1
90,,,*c1ccc2c(c1)OCO2
93,,,*SCS*
95,,,*C1OC(*)(*)OC1(*)F
96,,,*C1(C)CNC(*)(C)CN1
97,,,*OC(*)=C(O*)c1ccc(*)cc1
99,,,*c1ccc(B(O[Si](C)(C)C)O[Si](C)(C)C)cc1
101,,,*CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C
102,,,*CCCCCC[Si](C)(C)O*
103,,,*N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(*)C5=O
104,,,*C(*)CCCCCCC
105,,,*C1(*)OC(F)(F)OC1(*)F
107,,,*C(=*)c1ccc(C(=*)N2CCN(*)CC2)cc1
108,,,*C1CCC(*)O1
109,,,*=CC1=CC(=*)C=C(C=*)O1
111,,,*C1COC(*)CO1
112,,,*C1CC(*)OC(C)O1
113,,,*O[Si](c1ccccc1)(c1ccccc1)c1ccc(*)cc1
114,,,*c1ccc2c(c1)Sc1ccc(*)cc1S2
115,,,*C1Nc2cc3c(cc2O1)OC(*)N3
116,,,*CCCCCCCCCCC[Si](*)(C)O*
117,,,*C1C[N+](C)(C)CC1*
118,,,*OC1c2ccccc2-c2ccccc21
120,,,*C1CC(*)N(*)C1
121,,,*c1ccc2c(c1)Sc1nc3cc(*)ccc3nc1N2
122,,,*C1CNC(*)CN1
123,,,*CCCC[Si](*)(C)O[Si](C)(C)O*
124,,,*c1ccc(C(=*)N2CCCC(*)C2)cc1
125,,,*CC(*)C(=C)O*
126,,,*C1OCOC(*)C1(F)F
128,,,*c1cc2c(cc1*)C1(CC(C)(C)c3cc4oc5c(C#N)c6oc7cc8c(cc7oc6c(C#N)c5oc4cc31)C(C)(C)CC1(CC(C)(C)c3cc4c(cc3O1)Oc1c(C#N)c(*)c(*)c(C#N)c1O4)O8)C(C)(C)C2
129,,,*N1CCCC(*)(C)C1
131,,,*C1OC(*)(*)OC1*
132,,,*c1ccc2c(c1)Sc1cc(*)ccc1N2
133,,,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O*
134,,,*c1ccc([Si](C)(C)c2ccccc2)cc1
135,,,*C1OCC(*)(C)CO1
136,,,*N1CCC(*)(C)CC1
137,,,*C1COC(*)O1
138,,,*N1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(*)C3=O
139,,,*N1CC(C)N(*)CC1C
140,,,*O[Si](C)(C)c1cccc(*)c1
141,,,*N1CCOC1(*)*
143,,,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(*)cc1
144,,,*OP1(O*)=NP(O*)(O*)=NP(O*)(O*)=N1
149,,,*CCCCCCCCCCC(*)=O
150,,,*c1cc2c(cc1*)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1cc2nc4cc5c(cc4nc2cc1O3)C(C)(C)CC51CC(C)(C)c2cc3nc4cc(*)c(*)cc4nc3cc21
151,,,*CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
152,,,*CCCCCCCCCCCC[n+]1ccc(C=*)cc1
154,,,*c1sc(*)c2c1OCCO2
157,,,*c1ccc(B2OC(C)(C)C(C)(C)O2)c2cccnc12
158,,,*c1ccc(C(=*)N2CCC(*)CC2)cc1
159,,,*c1ccc(*)c(N)c1*
160,,,*c1sc(*)c2c1OCC(*)O2
161,,,*C1OCc2cc3c(cc2CO1)COC(*)OC3
162,,,*O[Si](*)(C)O*
163,,,*c1ccc2c(c1)CN(*)CO2
165,,,*CCC[Si](OC)(OC)OC
166,,,*O[Si](*)(CCCC)c1ccc(*)cc1
167,,,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(*)cc1
169,,,*OCF
172,,,*C=Cc1sc(*)c2c1OC(*)CO2
176,,,*C(=O)CCCCCCCCC(=O)NNC(*)=O
177,,,*OCSC
178,,,*CN1CN(*)c2c(C)cc(*)cc21
179,,,*c1cc(*)c2c(c1)C(C)(C)OC(C)(C)N2
180,,,*O[Si](*)(C)C1CC2CC1C1C3CC(CC3*)C21
181,,,*C1CCC(*)OC1
182,,,*OC(=*)c1ccc(C(=*)c2ccc(*)cc2)cc1
183,,,*C1(*)OC(F)(F)C(F)(F)O1
184,,,*SC(*)=C(*)C
186,,,*O[Si](C)(C)C(C)(C)C
187,,,*C1COC(*)OC1
188,,,*C1OC(*)C(*)C(*)C1*
189,,,*O[Si](*)(c1ccc(*)cc1)c1ccc(*)cc1
190,,,*C1CC(*)CN(*)C1
194,,,*C1(*)COCOC1
195,,,*C1COC2(CCCCC2)OCC1*
196,,,*COCO*
197,,,*c1ccc2c(c1)Sc1cc(C=*)ccc1N2*
198,,,*SC(F)(F)F
199,,,*C1=CSC(=C2SC=C(c3ccc(*)cc3)S2)S1
200,,,*CCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCCC*
201,,,*C1CCCO1
202,,,*C1OCC2(CO1)CC1C=CC2C1
207,,,*CCC[Si](C)(C)O*
210,,,*C1OC2OC(C)(C)OC2C1*
211,,,*O[Cl+2]([O-])[O-]
213,,,*C1CCCC(*)O1
214,,,*C1CCC=CO1
215,,,*N1CC[N+](*)(C)CC1
216,,,*c1cc(C2=CSC(=*)S2)c(*)cc1C=*
219,,,*C1COC2C(*)COC12
220,,,*O[Si](C)(C)c1ccc(*)cc1
222,,,*O[Si](C)(C)c1ccc([Si](C)(C)O*)cc1
224,,,*O[Si](C)(C)C
225,,,*O[Si](*)(O*)c1ccc(*)cc1
226,,,*O[Si](*)(C)c1ccc(*)cc1
229,,,*C1COCCOCCOCCOCCO1
230,,,*c1c2c(c(*)c3c1SCCS3)SCCS2
232,,,*OC(F)(F)F
236,,,*OC([H])([H])[H]
239,,,*O[Si](*)(c1ccccc1)c1ccc(*)cc1
241,,,*C1COCCOCCOCCO1
242,,,*CC#CO[Si](C)(C)C
247,,,*c1cccc(B(O[Si](C)(C)C)O[Si](C)(C)C)c1
248,,,*OC
251,,,*CCC[Si](*)(C)O[Si](C)(C)CCC*
252,,,*CC(*)[Si](O*)(O*)O*
253,,,*N1CC2C(C=*)CC(C=*)C2C1
254,,,*C1CCCN1*
255,,,*C1COC(*)(*)O1
256,,,*C1(*)OCCO1
259,,,*SC(=*)C
260,,,*C1(*)COCC(*)(*)C1
261,,,*CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
262,,,*N1CCOCC1
264,,,*C=C(*)O*
265,,,*CCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
267,,,*C#Cc1sc(*)c2c1OCCO2
268,,,*C1(F)OC(F)(F)C(F)(F)C1(*)F
269,,,*c1ccc2c(c1)Sc1cc(*)ccc1N2*
271,,,*CC(*)C1=C(O*)C=CC(Br)C1
272,,,*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
273,,,*OC1=C2C=C(c3cc4c(*)c5ccccccc5cccccc34)C=C(c3ccccc3)C=CC=CC=C21
275,,,*CCCCCCCCCC*
280,,,*CCCCC[Si](*)(C)O*
283,,,*C1CCOCC1
284,,,*C1(F)OC(F)(F)C(F)(F)C(*)(F)C1(F)F
285,,,*c1ccc2c(c1)Oc1cc(*)ccc1C2(C)C
286,,,*O[Si](C)(C)c1cc(*)c([Si](*)(C)C)cc1*
287,,,*O[Si](C)(C)O*
288,,,*OS*
290,,,*C=Cc1ccc2c(c1)Sc1cc(*)ccc1N2*
291,,,*C(=*)c1cccc(C(=*)N2CC(C)N(*)CC2C)c1
292,,,*C1COC(C)(C)O1
294,,,*N1CCN(*)C(C)C1
295,,,*N1CCN(C)CC1
296,,,*c1ccc([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)cc1
298,,,*CCCCCC[Si](*)(C)O*
300,,,*OCOCO*
303,,,*c1ccc2c(c1)Oc1cc(*)ccc1C21c2ccccc2-c2ccccc21
304,,,*c1ccc([Si](C)(C)O[Si](C)(C)C)cc1
305,,,*SSSS*
306,,,*CCC[Si](*)(CCC*)O*
307,,,*SC(=O)CCCCCCC(=O)S*
308,,,*SSS*
309,,,*CO*
310,,,*O[Si](O*)(c1ccccc1)c1ccccc1
311,,,*c1ccc(C2=CSC(=*)S2)cc1
312,,,*C1(*)COC1
313,,,*CCC[Si](C)(C)O[Si](C)(C)CC[Si](*)(C)O*
314,,,*OO*
315,,,*C(*)C(*)[N+](=O)[O-]
316,,,*CCCCCCCC[Si](*)(C)O[Si](C)(C)O*
319,,,*N1CCN(*)CC1
321,,,*C1(*)COC(C)(C)OC1
323,,,*C1(C)COCOC1
325,,,*c1cc(*)cc(S(F)(F)(F)(F)F)c1
327,,,*CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
328,,,*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
329,,,*O[Si](*)(*)O*
331,,,*S*
332,,,*CCC[Si](C)(C)O[Si](C)(C)CCC*
333,,,*N1CCCC1
334,,,*OC(=*)c1ccc(*)cc1
335,,,*C1CC(*)OC(*)O1
337,,,*c1ccc(C2(*)c3ccccc3Oc3ccccc32)cc1
338,,,*SC
341,,,*C1(*)OC(*)(F)C(F)(F)O1
342,,,*C1CCC(*)(C)O1
344,,,*c1c(C)cc2c(c1C)CN1CN2Cc2c1cc(C)c(*)c2C
345,,,*C1CCC(*)N1C
346,,,*CCCC[Si](*)(C)O*
347,,,*CC(C)(C)C[Si](C)(C)O*
350,,,*c1ccc2c(c1)CN(C)CO2
351,,,*OC[Si](C)(C)O*
354,,,*C1CCCCN(*)C1
356,,,*CC(C)(C*)C*
357,,,*O*
359,,,*SC(=O)CCCCCCCCC(*)=O
361,,,*CCC[Si](*)(C)O*
362,,,*c1ccc([Si](C)(C)O)cc1
363,,,*C(*)C(*)S
365,,,*O[Si](C)(O*)c1ccccc1
366,,,*C1OCC(*)(*)CO1
367,,,*C1(C)COCCOCCOCCOC1
368,,,*O[Si](c1ccccc1)(c1ccccc1)c1ccccc1
370,,,*SS*
371,,,*C1CC(*)OC(*)C1
372,,,*CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
374,,,*C1CC(*)OCO1
375,,,*c1ccc2c(c1)OCCOCCOCCOCCO2
81,,,*C1COCCOCCOCCOCCOC1
276,,,*c1ccc([Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)cc1

