,rid,smiles,category
10523,R1004567,[*]CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3c(C)cc(S(=O)(=O)c4cc(C)c(O[*])c(C)c4)cc3C)cc2)cc1,known
10525,R1004568,[*]CC(O)COc1ccc(S(=O)(=O)c2ccc(O[*])c(C)c2)cc1C,known
10528,R1004569,[*]CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O[*])c(C)c2)cc1C,known
10530,R1004570,[*]CC(O)COc1ccc(C(=O)c2ccc(OCC(O)COc3ccc(C(C)(C)c4ccc(O[*])cc4)cc3)cc2)cc1,known
10531,R1004571,[*]CC(O)COc1ccc(C(=O)c2ccc(O[*])cc2)cc1,known
10533,R1004572,[*]CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(Oc4ccc(O[*])cc4)cc3)cc2)cc1,known
10534,R1004573,[*]CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3c(C)cc(C(C)(C)c4cc(C)c(O[*])c(C)c4)cc3C)cc2)cc1,known
10536,R1004574,[*]CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OCC(O)COc3ccc(C(C)(C)c4ccc(O[*])cc4)cc3)c(Cl)c2)cc1Cl,known
10537,R1004575,[*]CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O[*])cc4)cc3)c(C)c2)cc1C,known
10539,R1004576,[*]CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(OCC(O)COc3c(C)cc(S(=O)(=O)c4cc(C)c(O[*])c(C)c4)cc3C)c(C)c2)cc1C,known
10540,R1004577,[*]CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(O[*])c(C)c2)cc1C,known
10542,R1004578,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
10544,R1004579,[*]Oc1ccc(C(C)c2ccc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
10545,R1004580,[*]Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
10546,R1004581,[*]Oc1ccc(C(C)(CC)c2ccc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
10547,R1004582,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
10548,R1004583,[*]Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
10549,R1004584,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(Oc4cccc(C([*])=O)c4)c3)cc2)cc1,known
10550,R1004585,[*]OC1C=CC([*])CC1,known
10551,R1004586,[*]OC([*])CCCCCCC,known
10552,R1004587,[*]COC1CC2CC(O[*])C1C2,known
10553,R1004588,[*]CCOCCOCCOC(=O)c1ccccc1C(=O)O[*],known
10555,R1004589,[*]c1ccc(Oc2ccc(-c3csc(-c4ccc(-c5nc([*])cs5)cc4)n3)cc2)cc1,known
10556,R1004590,[*]c1ccc(Oc2ccc(-c3csc(-c4cccc(-c5nc([*])cs5)n4)n3)cc2)cc1,known
10557,R1004591,[*]c1nc(-c2ccc(Oc3ccc(-c4csc(-c5ccccc5-c5ccccc5[*])n4)cc3)cc2)cs1,known
10558,R1004592,[*]CCOCCOc1ccc(C(=O)OC(=O)c2cccc(C(=O)OC(=O)c3ccc(O[*])cc3)c2)cc1,known
10559,R1004593,[*]CCOCCOc1ccc(C(=O)OC(=O)c2ccc(C(=O)OC(=O)c3ccc(O[*])cc3)cc2)cc1,known
10560,R1004594,[*]CCOc1ccc(C(=O)OC(=O)c2cccc(C(=O)OC(=O)c3ccc(O[*])c(OC)c3)c2)cc1OC,known
10561,R1004595,[*]CCOc1ccc(C(=O)OC(=O)c2ccc(C(=O)OC(=O)c3ccc(O[*])c(OC)c3)cc2)cc1OC,known
10562,R1004596,[*]Oc1ccc(N=Cc2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C=Nc5ccc([*])cc5)cc4OC)cc3)c(OC)c2)cc1,known
10563,R1004597,[*]OC(CNC(=O)CC([*])c1ccccc1)c1ccccc1,known
10564,R1004598,[*]CCCOc1cccc(C(=O)OCCOC(=O)c2cccc(O[*])c2)c1,known
10565,R1004599,[*]C1CCOC1[*],known
10567,R1004600,[*]C1CCOC1([*])C,known
10568,R1004601,[*]C1CC(C)(C)OC1[*],known
10569,R1004602,[*]CCCOCCCOC(=O)CCCCCCCCC(=O)O[*],known
10570,R1004603,[*]c1ccc(-c2ccc(-c3ccc(-c4cnc5cc(Oc6ccc7nc([*])cnc7c6)ccc5n4)cc3)cc2)cc1,known
10571,R1004604,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc([*])cc4)cc3)cc2)cc1,known
10574,R1004605,[*]Oc1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc([*])cc5)cc4)cc3)cc2)cc1,known
10575,R1004606,[*]Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc([*])cc4)cc3)cc2)cc1,known
10578,R1004607,[*]CCOCCOC(=O)CCC(C)CC(=O)O[*],known
10579,R1004608,[*]CCOCCOCCOC(=O)CCC(C)CC(=O)O[*],known
10580,R1004609,[*]CCOCCOCCOC(=O)COCC(=O)O[*],known
10581,R1004610,[*]Oc1cccc(NC(=O)c2ccc(C(=O)Nc3ccc([*])cc3)cc2)c1,known
10584,R1004611,[*]CCCCCC(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cccc(O[*])c2)c1,known
10585,R1004612,[*]CCC(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc(O[*])cc2)c1,known
10587,R1004613,[*]CCC(=O)NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(O[*])cc2)cc1,known
10588,R1004614,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],known
10590,R1004615,[*]CCCOc1ccc(C(=O)OC(=O)c2ccccc2C(=O)OC(=O)c2ccc(O[*])cc2)cc1,known
10591,R1004616,[*]CC(=O)OC(=O)c1ccc(OCCOc2ccc(C(=O)OC(=O)COc3ccc(O[*])cc3)cc2)cc1,known
10592,R1004617,[*]C(=O)OC(=O)COc1ccc(C(C)(C)c2ccc(OCC(=O)OC(=O)c3ccc([*])nc3)cc2)cc1,known
10593,R1004618,[*]C(=O)OC(=O)COc1ccc(OCC(=O)OC(=O)c2ccc([*])nc2)cc1,known
10594,R1004619,[*]CC(F)(F)C(F)(F)C(F)(F)COc1c(F)c(F)c(O[*])c(F)c1F,known
10596,R1004620,[*]Cc1ccc(COC(=O)COCC(=O)O[*])cc1,known
10597,R1004621,[*]Oc1ccc(C(=O)OCC(C)(C)COC(=O)c2ccc([*])cc2)cc1,known
10599,R1004622,[*]OC([*])CCl,known
10601,R1004623,[*]OC([*])C(Cl)Cl,known
10602,R1004624,[*]CCOc1ccc(CCCNC(=O)CCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10603,R1004625,[*]CCCOc1ccc(CCCNC(=O)CCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10604,R1004626,[*]CCCCOc1ccc(CCCNC(=O)CCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10605,R1004627,[*]CCCCCOc1ccc(CCCNC(=O)CCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10606,R1004628,[*]CCCCCCOc1ccc(CCCNC(=O)CCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10607,R1004629,[*]CCOc1ccc(CCCNC(=O)CCCCCCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10608,R1004630,[*]CCCOc1ccc(CCCNC(=O)CCCCCCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10609,R1004631,[*]CCCCOc1ccc(CCCNC(=O)CCCCCCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10610,R1004632,[*]CCCCCOc1ccc(CCCNC(=O)CCCCCCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10611,R1004633,[*]CCCCCCOc1ccc(CCCNC(=O)CCCCCCCCC(=O)NCCCc2ccc(O[*])cc2)cc1,known
10612,R1004634,[*]Oc1ccc(Oc2ccc(NC(=O)c3cc(C(=O)O)c(C(=O)Nc4ccc([*])cc4)cc3C(=O)O)cc2)cc1,known
10613,R1004635,[*]Oc1cccc(Oc2ccc(NC(=O)c3cc(C(=O)O)c(C(=O)Nc4ccc([*])cc4)cc3C(=O)O)cc2)c1,known
10614,R1004636,[*]CCCCCCCC(=O)OCC1COC([*])O1,known
10617,R1004637,[*]CCCCCCCC(=O)OC1COC([*])OC1,known
10620,R1004638,[*]CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC1OCC(COCC2COC([*])O2)O1,known
10621,R1004639,[*]CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC1OCC2(COC([*])OC2)CO1,known
10622,R1004640,[*]CC(CCl)(CO[*])COC(C)=O,known
10623,R1004641,[*]CNC(=O)CCCCC(=O)NCC1COC([*])CO1,known
10627,R1004642,[*]CNC(=O)CCCCCCCCC(=O)NCC1COC([*])CO1,known
10630,R1004643,[*]CC(=O)NCCCCCCNC(=O)CC1COC([*])CO1,known
10633,R1004644,[*]C(=O)NCCCCCCNC(=O)C1COC([*])CO1,known
10635,R1004645,[*]c1ccc(Oc2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc([*])nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,known
10639,R1004646,[*]c1ccc(Oc2ccc(-c3c(-c4ccccc4)c(-c4ccc(-c5nc6ccccc6c([*])c5-c5ccccc5)cc4)nc4ccccc34)cc2)cc1,known
10641,R1004647,[*]c1ccc(Oc2ccc(-c3cc(-c4cccc(-c5cc([*])c6ccccc6n5)c4)nc4ccccc34)cc2)cc1,known
10643,R1004648,[*]CC1(CO[*])CC2CCC1C2,known
10644,R1004649,[*]OC1C(COCC)OC([*])C(OCC)C1OCC,known
10646,R1004650,[*]OC1C(CO)OC([*])C(O)C1O,known
10657,R1004651,[*]COCC1([*])COC(C)(C)OC1,known
10659,R1004652,[*]CC1(CO[*])CC2C=CC1C2,known
10661,R1004653,[*]CC1(CO[*])CC2CCC1CC2,known
10663,R1004654,[*]CC(CO[*])(COc1ccccc1)COc1ccccc1,known
10665,R1004655,[*]Oc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc([*])cc3C(=O)O)cc2)c(C(=O)O)c1,known
10666,R1004656,[*]Oc1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc([*])cc4C(=O)O)cc3)cc2)c(C(=O)O)c1,known
10667,R1004657,[*]Oc1ccc(OC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(NC(=O)c5ccc(C([*])=O)cc5C(=O)O)cc4)cc3)c(C(=O)O)c2)cc1,known
10668,R1004658,[*]Oc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(C(=O)Nc5ccc([*])cc5)c(C(=O)O)c4)cc3C(=O)O)cc2)cc1,known
10669,R1004659,[*]OCC(F)(F)C(F)(F)C(F)(F)COc1nc(F)c(F)c(OCC(F)(F)C(F)(F)C(F)(F)COc2c(F)c([*])nc(F)c2F)c1F,known
10671,R1004660,[*]OCC(F)(F)C(F)(F)C(F)(F)COc1nc(F)nc([*])c1F,known
10674,R1004661,[*]c1ccc(Oc2ccc(-c3cc(-c4ccccc4)c4cc5c(-c6ccccc6)cc([*])nc5cc4n3)cc2)cc1,known
10678,R1004662,[*]c1ccc(Oc2ccc(-c3cc(-c4ccccc4)c4cc5nc([*])cc(-c6ccccc6)c5cc4n3)cc2)cc1,known
10682,R1004663,[*]C(=O)NCCCCCCNC(=O)C1=COC=C([*])O1,known
10684,R1004664,[*]CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC1OCc2cc3c(cc2CO1)COC([*])OC3,known
10685,R1004665,[*]CCCCCCCC(=O)OCCOC(=O)CCCCCCCC1OCc2cc3c(cc2CO1)COC([*])OC3,known
10686,R1004666,[*]CCSCCO[*],known
10687,R1004667,[*]OC(F)(C([*])(F)F)C(F)(F)F,known
10690,R1004668,[*]C=Cc1ccc(Oc2ccc(C=Cc3cc([*])ncn3)cc2)cc1,known
10691,R1004669,[*]Oc1cc(C)c([*])c(C)c1Br,known
10694,R1004670,[*]COCC(C)O[*],known
10696,R1004671,[*]CCC(C)CO[*],known
10699,R1004672,[*]Oc1c(Cl)cc([*])cc1Cl,known
10701,R1004673,[*]Oc1ccc(NC(=O)c2c(Cl)c(Cl)c(C(=O)Nc3ccc([*])cc3)c(Cl)c2Cl)cc1,known
10702,R1004674,[*]Oc1ccc(NC(=O)c2c(F)c(F)c(C(=O)Nc3ccc([*])cc3)c(F)c2F)cc1,known
10703,R1004675,[*]Oc1c(C(C)C)cc([*])cc1C(C)C,known
10705,R1004676,[*]Oc1ccc(OC(=O)c2cccc(Oc3cccc(C([*])=O)c3)c2)cc1,known
10707,R1004677,[*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)c1,known
10711,R1004678,[*]Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4ccc(C([*])=O)cc4)c3)cc2)cc1,known
10713,R1004679,[*]Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C([*])=O)c4)c3)cc2)cc1,known
10716,R1004680,[*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
10717,R1004681,[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,known
10718,R1004682,[*]Oc1ccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([*])cc4)cc3)cc2)cc1,known
10719,R1004683,[*]Oc1ccc(Oc2ccc(Oc3ccc(C(=O)Oc4ccc(OC(=O)c5ccc([*])cc5)cc4)cc3)cc2)cc1,known
10720,R1004684,[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5cccc(C([*])=O)c5)cc4)cc3)cc2)cc1,known
10724,R1004685,[*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
10726,R1004686,[*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,known
10728,R1004687,[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(C([*])=O)cc6)cc5)cc4)cc3)cc2)cc1,known
10731,R1004688,[*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,known
10734,R1004689,[*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C([*])=O)cc6)cc5)cc4)cc3)cc2)cc1,known
10736,R1004690,[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C([*])=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1,known
10738,R1004691,[*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc([*])c4)cc3)c2)cc1,known
10743,R1004692,[*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc([*])c5)cc4)cc3)c2)cc1,known
10746,R1004693,[*]Oc1ccc2cc(OC(=O)c3cccc(Oc4ccc(Oc5cccc(C([*])=O)c5)cc4)c3)ccc2c1,known
10747,R1004694,[*]Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C([*])=O)c5)cc4)cc3)c2)cc1,known
10749,R1004695,[*]Oc1ccc(Oc2ccc(Oc3cccc(C(=O)Oc4ccc(OC(=O)c5cccc([*])c5)cc4)c3)cc2)cc1,known
10751,R1004696,[*]Oc1ccc(Oc2ccc(Oc3cccc(C(=O)Oc4ccc(-c5ccc(OC(=O)c6cccc([*])c6)cc5)cc4)c3)cc2)cc1,known
10753,R1004697,[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(Oc4ccc(Oc5cccc(C([*])=O)c5)cc4)c3)cc2)cc1,known
10755,R1004698,[*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C([*])=O)cc4)c3)cc2)c1,known
10758,R1004699,[*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C([*])=O)cc5)cc4)c3)cc2)c1,known
10760,R1004700,[*]Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc([*])cc4)c3)cc2)c1,known
10764,R1004701,[*]Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([*])cc4)cc3)cc2)c1,known
10766,R1004702,[*]OP(=O)(Oc1ccccc1)Oc1ccc(C(C)(C)c2ccc([*])cc2)cc1,known
10768,R1004703,[*]OP(=O)(Oc1ccc(Cl)cc1)Oc1ccc(C(C)(C)c2ccc([*])cc2)cc1,known
10770,R1004704,[*]OP(=O)(Oc1ccc(C(C)(C)c2ccc([*])cc2)cc1)Oc1c(Cl)cccc1Cl,known
10772,R1004705,[*]OP(=O)(Oc1ccc(C(C)(C)c2ccc([*])cc2)cc1)Oc1c(Cl)cc(Cl)cc1Cl,known
10774,R1004706,[*]OP(=O)(Oc1ccc(C(C)(C)c2ccc([*])cc2)cc1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,known
10776,R1004707,[*]OP(=O)(Oc1ccccc1)Oc1c(Cl)c(Cl)c([*])c(Cl)c1Cl,known
10779,R1004708,[*]OP(=O)(Oc1ccc(Cl)cc1)Oc1c(Cl)c(Cl)c([*])c(Cl)c1Cl,known
10780,R1004709,[*]OP(=O)(Oc1c(Cl)cccc1Cl)Oc1c(Cl)c(Cl)c([*])c(Cl)c1Cl,known
10781,R1004710,[*]OP(=O)(Oc1c(Cl)cc(Cl)cc1Cl)Oc1c(Cl)c(Cl)c([*])c(Cl)c1Cl,known
10782,R1004711,[*]OP(=O)(Oc1c(Cl)c(Cl)c([*])c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,known
10783,R1004712,[*]Oc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,known
10786,R1004713,[*]ON(C(F)(F)F)C(F)(Cl)C([*])(F)F,known
10790,R1004714,[*]ON(C(F)(F)F)C(F)(F)C(F)=C(F)C([*])(F)F,known
10793,R1004715,[*]Oc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc([*])ccc6[nH]5)ccc3S4(=O)=O)nc2c1,known
10795,R1004716,[*]Oc1cccc(Oc2ccc3c(=O)n4c5cc(-c6ccc7c(c6)nc6c8ccc([*])c9cccc(c(=O)n76)c98)ccc5nc4c4cccc2c34)c1,known
10797,R1004717,[*]Oc1cccc(Oc2ccc3c(=O)n4c5cc(Oc6ccc7c(c6)nc6c8ccc([*])c9cccc(c(=O)n76)c98)ccc5nc4c4cccc2c34)c1,known
10800,R1004718,[*]Oc1ccccc1-c1ccccc1Oc1ccc2c(=O)n3c4cc(-c5ccc6c(c5)nc5c7ccc([*])c8cccc(c(=O)n65)c87)ccc4nc3c3cccc1c23,known
10801,R1004719,[*]ON(C(F)(F)F)C(F)(F)C([*])(F)SC(F)(F)F,known
10803,R1004720,[*]Oc1ccc(N)c(NC(=O)C2C(C(=O)O)C3C4C=CC(C(C(=O)O)C4C(=O)Nc4cc([*])ccc4N)C23)c1,known
10804,R1004721,[*]OC1OC([*])C2CCCCC12,known
10805,R1004722,[*]c1nc2cc(-c3ccc4[nH]c(-c5ccc([*])o5)nc4c3)ccc2[nH]1,known
10806,R1004723,[*]c1ccc(Oc2ccc(-c3nc4ccc(-c5ccc6nc([*])sc6c5)cc4s3)cc2)cc1,known
10807,R1004724,[*]OC([*])=C(C)C,known
10808,R1004725,[*]COC1COC([*])c2ccccc21,known
10809,R1004726,[*]COC1CCC([*])OC1,known
10810,R1004727,[*]OS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)Oc3ccc(Oc4ccc([*])cc4)cc3)cc2)cc1,known
10811,R1004728,[*]Oc1ccc(C(=O)NNC(=O)c2cccc(C(=O)NNC(=O)c3ccc([*])cc3)c2)cc1,known
10812,R1004729,[*]CCCCCCCCCCOc1cccc(C(=O)NNC(=O)c2cccc(C(=O)NNC(=O)c3cccc(O[*])c3)c2)c1,known
10813,R1004730,[*]CCCCCCCc1nnc(CCCCc2nnc([*])o2)o1,known
10815,R1004731,[*]c1cncc(-c2nnc(-c3nnc([*])o3)o2)n1,known
10817,R1004732,[*]CCCCCCCCc1nnc(-c2cccc(-c3nnc([*])o3)c2)o1,known
10819,R1004733,[*]c1nnc(-c2cccc(-c3nnc(C4CCC([*])CC4)o3)c2)o1,known
10820,R1004734,[*]c1cccc(-c2nnc([*])o2)c1,known
10821,R1004735,[*]c1cccc(-c2nnc(-c3cc(Cl)c(-c4nnc([*])o4)cc3Cl)o2)c1,known
10822,R1004736,[*]c1cccc(OCCCCCCCCCCOc2cccc(-c3nnc(-c4cccc(-c5nnc([*])o5)c4)o3)c2)c1,known
10823,R1004737,[*]c1cccc(-c2nnc(-c3cccc(-c4nnc([*])o4)n3)o2)c1,known
10824,R1004738,[*]c1ccc(Oc2ccc(-c3nnc(-c4cccc(-c5nnc([*])o5)c4)o3)cc2)cc1,known
10825,R1004739,[*]CCCCc1nnc(-c2cccc(-c3nnc([*])o3)c2)o1,known
10826,R1004740,[*]c1cccc(-c2nnc(-c3nnc([*])o3)o2)c1,known
10827,R1004741,[*]C(=O)c1cccc(C(=O)N2COCN2[*])c1,known
10829,R1004742,[*]OC1CCCC1[*],known
10830,R1004743,[*]OC1CCC(C=C)CC1[*],known
10831,R1004744,[*]OC1CCCCCC1[*],known
10832,R1004745,[*]OC1CCCCCCC1[*],known
10833,R1004746,[*]c1cccc(-c2nc3ccc(-c4ccc5nc([*])oc5c4)cc3o2)c1,known
10834,R1004747,[*]c1ccc(-c2nc3ccc(-c4ccc5nc([*])oc5c4)cc3o2)cc1,known
10835,R1004748,[*]c1ccc(Oc2ccc(-c3csc(-c4nc([*])cs4)n3)cc2)cc1,known
10836,R1004749,[*]OC1CCCC([*])O1,known
10837,R1004750,[*]CCOCCOC(=O)NCCNC(=O)O[*],known
10839,R1004751,[*]Oc1ccc(S(=O)(=O)NCCNS(=O)(=O)c2ccc([*])cc2)cc1,known
10841,R1004752,[*]c1nc2ccc(-c3ccc4nc(C5CCC([*])CC5)oc4c3)cc2o1,known
10842,R1004753,[*]c1nc2ccc(-c3ccc4nc(C5CCCC([*])C5)oc4c3)cc2o1,known
10843,R1004754,[*]c1nc2ccc(-c3ccc4nc(C5CC5[*])oc4c3)cc2o1,known
10844,R1004755,[*]c1nc2ccc(-c3ccc4nc(C5CC6(CC([*])C6)C5)oc4c3)cc2o1,known
10845,R1004756,[*]c1ccc2nc([*])oc2c1,known
10846,R1004757,[*]c1cccc(-c2nc3cc(-c4ccc5oc([*])nc5c4)ccc3o2)c1,known
10847,R1004758,[*]c1ccc(-c2nc3cc(-c4ccc5oc([*])nc5c4)ccc3o2)cc1,known
10849,R1004759,[*]CCCCCCCCc1nc2cc(-c3ccc4oc([*])nc4c3)ccc2o1,known
10850,R1004760,[*]CCCCc1nnc([*])o1,known
10851,R1004761,[*]CCCCCc1nnc([*])o1,known
10852,R1004762,[*]CCCCCCCc1nnc([*])o1,known
10853,R1004763,[*]CCCCCCCCCCCCc1nnc([*])o1,known
10854,R1004764,[*]CCCCCCCCCCCCCCCc1nnc([*])o1,known
10855,R1004765,[*]CCCCCCCCCCCCCCCCCCCCc1nnc([*])o1,known
10856,R1004766,[*]CCCCCCc1nnc([*])o1,known
10857,R1004767,[*]c1nnc(C2CCC([*])CC2)o1,known
10862,R1004768,[*]c1nnc(C2CCCC([*])C2)o1,known
10863,R1004769,[*]c1nnc(C2CC3(CC([*])C3)C2)o1,known
10864,R1004770,[*]c1nnc(C2CC2[*])o1,known
10865,R1004771,[*]c1ccc(-c2nnc([*])o2)cc1,known
10872,R1004772,[*]c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc([*])o5)cc4)o3)cc2)cc1,known
10873,R1004773,[*]c1nnc(-c2ccc(-c3nnc(-c4ccccc4-c4ccccc4[*])o3)cc2)o1,known
10874,R1004774,[*]c1ccc(-c2nnc(-c3nnc([*])o3)o2)cc1,known
10875,R1004775,[*]CCCCCCCc1nnc(-c2ccc(-c3nnc([*])o3)cc2)o1,known
10876,R1004776,[*]c1ccc(-c2nnc(-c3cccc(-c4nnc([*])o4)n3)o2)cc1,known
10877,R1004777,[*]c1nc2cc(-c3ccc4oc(-c5cccc6cc7c([*])cccc7cc56)nc4c3)ccc2o1,known
10878,R1004778,[*]Oc1c(C)cc(CC([*])C=C)cc1C,known
10879,R1004779,[*]Oc1cc(C)c(CC([*])C=C)cc1C,known
10880,R1004780,[*]Oc1c(C)cc(CC([*])C=C)c2ccccc12,known
10881,R1004781,[*]CCOCCOC(=O)c1ccc(N=Nc2ccc(C(=O)O[*])cc2)cc1,known
10882,R1004782,[*]CCOCCOCCOC(=O)c1ccc(N=Nc2ccc(C(=O)O[*])cc2)cc1,known
10883,R1004783,[*]CCOCCOCCOCCOC(=O)c1ccc(N=Nc2ccc(C(=O)O[*])cc2)cc1,known
10884,R1004784,[*]Oc1ccc(NC(=O)CCC(=O)c2ccc(Oc3ccc(C(=O)CCC(=O)Nc4ccc([*])cc4)cc3)cc2)cc1,known
10885,R1004785,[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cccc([*])n3)cc2)cc1,known
10886,R1004786,[*]Oc1ccc(NC(=O)CCCCCC(=O)CCCCCCCCC(=O)CCCCCC(=O)Nc2ccc([*])cc2)cc1,known
10887,R1004787,[*]CCSSCCSSCCOCO[*],known
10888,R1004788,[*]C1Oc2ccccc2C1[*],known
10889,R1004789,[*]Oc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc([*])ccc7[nH]6)cc5c4c3)nc2c1,known
10891,R1004790,[*]C1CC([*])OC(O)O1,known
10892,R1004791,[*]OCCOc1cc([*])nc2ccccc12,known
10893,R1004792,[*]OC(C)C(C)Oc1cc([*])nc2ccccc12,known
10894,R1004793,[*]OCCOCCOc1cc([*])nc2ccccc12,known
10895,R1004794,[*]OCCOCCOCCOc1cc([*])nc2ccccc12,known
10896,R1004795,[*]OCCOc1cc([*])nc2ccc(OC)cc12,known
10897,R1004796,[*]OC(C)C(C)Oc1cc([*])nc2ccc(OC)cc12,known
10898,R1004797,[*]OCCOCCOc1cc([*])nc2ccc(OC)cc12,known
10899,R1004798,[*]OCCOCCOCCOc1cc([*])nc2ccc(OC)cc12,known
10900,R1004799,[*]OCCOc1cc([*])nc2ccc(C)cc12,known
10901,R1004800,[*]OC(C)C(C)Oc1cc([*])nc2ccc(C)cc12,known
10902,R1004801,[*]OCCOCCOc1cc([*])nc2ccc(C)cc12,known
10903,R1004802,[*]OCCOCCOCCOc1cc([*])nc2ccc(C)cc12,known
10904,R1004803,[*]Oc1c(Cl)cc([*])cc1Br,known
10906,R1004804,[*]Oc1c(Br)cc([*])cc1Br,known
