,rid,smiles,category
20436,R1010465,[*]c1ccc(-c2nc3ccc(-c4ccc5nc([*])c(-c6ccccc6)c(-c6ccccc6)c5c4)cc3c(-c3ccccc3)c2-c2ccccc2)cc1,known
20439,R1010466,[*]c1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,known
20440,R1010467,[*]c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)c4cc(-c5ccc6nc([*])cc(-c7ccc(-c8ccc(Oc9ccccc9)cc8)cc7)c6c5)ccc4n3)cc2)cc1,known
20441,R1010468,[*]c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(-c6ccccc6)cc5)cc4)c4cc(-c5ccc6nc([*])cc(-c7ccc(Oc8ccc(-c9ccccc9)cc8)cc7)c6c5)ccc4n3)cc2)cc1,known
20442,R1010469,[*]c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(Oc6ccccc6)cc5)cc4)c4cc(-c5ccc6nc([*])cc(-c7ccc(Oc8ccc(Oc9ccccc9)cc8)cc7)c6c5)ccc4n3)cc2)cc1,known
20443,R1010470,[*]Nc1cc([*])ccc1C,known
20444,R1010471,[*]Nc1cc([*])ccc1CC,known
20445,R1010472,[*]Nc1cc([*])ccc1CCCCCC,known
20446,R1010473,[*]Nc1cc([*])ccc1OCCCCCC,known
20447,R1010474,[*]Nc1cc([*])ccc1CCCCCCCCCCCC,known
20448,R1010475,[*]c1ccc(N([*])Cc2ccc(C(C)(C)C)cc2)cc1,known
20449,R1010476,[*]Nc1ccc([*])cc1CCCCCCCCCCCCCCC,known
20450,R1010477,[*]N=C1c2ccccc2C(=Nc2ccc(Cc3ccc([*])cc3)cc2)c2ccccc21,known
20451,R1010478,[*]N=C1c2ccccc2C(=Nc2ccc([*])cc2)c2ccccc21,known
20452,R1010479,[*]N=C1c2ccccc2C(=Nc2ccc(Cc3ccc([*])cc3)cc2)c2ccc(C(C)(C)C)cc21,known
20453,R1010480,[*]N=C1c2ccccc2C(=Nc2ccc([*])cc2)c2ccc(C(C)(C)C)cc21,known
20454,R1010481,[*]CCN([*])C(=O)CCCCCCCC,known
20456,R1010482,[*]CCN([*])C(=O)CCCCCCCCCC,known
20458,R1010483,[*]CCN([*])C(=O)CCCCCCCCCCCC,known
20460,R1010484,[*]CCN([*])C(=O)CCCCCCCCCCCCC,known
20462,R1010485,[*]CCN([*])C(=O)CCCCCCCCCCCCCC,known
20464,R1010486,[*]CCN([*])C(=O)CCCCCCCCCCCCCCC,known
20466,R1010487,[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
20468,R1010488,[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
20470,R1010489,[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
20472,R1010490,[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
20474,R1010491,[*]CCN([*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
20475,R1010492,[*]CCN([*])C(=O)c1cccs1,known
20476,R1010493,[*]CCN([*])C(=O)c1ccsc1,known
20477,R1010494,[*]C=Cc1ccc([*])nc1,known
20478,R1010495,[*]C=Cc1ccc2c(c1)c1cc([*])ccc1n2CC(CC)CCCC,known
20479,R1010496,[*]Nc1ccc([*])cc1CO,known
20480,R1010497,[*]c1ccc(N([*])c2ccc(S(=O)(=O)O)cc2)cc1,known
20481,R1010498,[*]Nc1ccc(-c2ccc([*])cc2)cc1,known
20482,R1010499,[*]Nc1ccc(-c2ccc(Nc3ccc(-c4ccc([*])cc4)cc3)c3ccccc23)c2ccccc12,known
20483,R1010500,[*]Nc1ccc(-c2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(C([*])=C(C#N)C#N)cc4)cc3)cc2)cc1,known
20485,R1010501,[*]Nc1ccc(-c2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(C([*])=C(C#N)C#N)cc4)cc3)c(OC)c2)cc1OC,known
20486,R1010502,[*]c1cc(CCCCCCCC)c([*])[nH]1,known
20487,R1010503,[*]c1cc(C)c([*])[nH]1,known
20488,R1010504,[*]N=C([*])c1ccncc1,known
20489,R1010505,[*]N=C([*])c1ccc(N2C(=O)c3ccccc3C2=O)nc1,known
20490,R1010506,[*]CCP(Cl)(Cl)=Nc1ccc(N=P([*])(Cl)Cl)cc1,known
20491,R1010507,[*]CCP(=Nc1ccc(N=P([*])(OCCOCCOC)OCCOCCOC)cc1)(OCCOCCOC)OCCOCCOC,known
20492,R1010508,[*]Nc1ccc([*])c2cc3ccccc3cc12,known
20493,R1010509,[*]c1[nH]c([*])c(C(=O)O)c1C,known
20494,R1010510,[*]c1cc(C(=O)CC)c([*])[nH]1,known
20495,R1010511,[*]c1cc(-c2ccccc2)c([*])[nH]1,known
20496,R1010512,[*]c1ccc2[nH]c3ccc([*])cc3c2c1,known
20498,R1010513,[*]c1ccc([*])n1C(=O)OCC,known
20499,R1010514,[*]c1ccc([*])n1CC(=O)OCC,known
20500,R1010515,[*]c1ccc([*])n1CCC(=O)NO,known
20501,R1010516,[*]c1ccc([*])n1CCC(=O)OCC,known
20502,R1010517,[*]c1ccc([*])n1C(=O)NO,known
20503,R1010518,[*]c1ccc([*])n1CC(=O)NO,known
20504,R1010519,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)OCC,known
20505,R1010520,[*]c1ccc2c(c1)c1cc([*])ccc1n2C(=O)OCC,known
20506,R1010521,[*]c1ccc2c(c1)c1cc([*])ccc1n2CC(=O)OCC,known
20507,R1010522,[*]c1ccc2c(c1)c1cc([*])ccc1n2C(=O)NO,known
20508,R1010523,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,known
20509,R1010524,[*]c1ccc2c(c1)c1cc([*])ccc1n2CC(=O)NO,known
20510,R1010525,[*]Nc1cc(OC)c([*])cc1OC,known
20511,R1010526,[*]Nc1ccc([*])cc1OCC,known
20512,R1010527,[*]Nc1cc(OCC)c([*])cc1OCC,known
20513,R1010528,[*]Nc1ccc([*])cc1OCCCC,known
20514,R1010529,[*]Nc1cc(OCCCC)c([*])cc1OCCCC,known
20515,R1010530,[*]Nc1ccc([*])cc1OCCCCCC,known
20516,R1010531,[*]Nc1cc(OCCCCCC)c([*])cc1OCCCCCC,known
20517,R1010532,[*]c1cc(CCCCCCCCCC)c([*])[nH]1,known
20518,R1010533,[*]Nc1ccc([*])cc1C(=O)O,known
20519,R1010534,[*]Nc1cc(C)c([*])cc1C,known
20520,R1010535,[*]CCN([*])C(=O)c1ccc(OCC=C)cc1,known
20521,R1010536,[*]CCN([*])C(=O)c1ccc(OC)cc1,known
20523,R1010537,[*]CCN([*])C(=O)c1ccc(OCCCSCC(=O)O)cc1,known
20525,R1010538,[*]CCN([*])C(=O)CCCCCCCCC=C,known
20527,R1010539,[*]CCN([*])C(=O)CCCCCCCCCCO,known
20529,R1010540,[*]Nc1ccc([*])cc1CC,known
20530,R1010541,[*]Nc1ccc([*])cc1CCC,known
20531,R1010542,[*]c1ccc(-c2ccc(-c3cc(C(=O)O)c4cc(-c5cnc6cc([*])cc(C(=O)O)c6c5)cnc4c3)cc2)cc1,known
20532,R1010543,[*]Nc1cc(C)c([*])cc1OC,known
20533,R1010544,[*]CCCCc1nc2cc(NC(=NO)C(=NO)Nc3ccc4nc([*])[nH]c4c3)ccc2[nH]1,known
20534,R1010545,[*]Nc1ccc([*])cc1OCCCCS(=O)(=O)O,known
20535,R1010546,[*]c1cc(CC(=O)OCC)c([*])[nH]1,known
20536,R1010547,[*]c1cc(CC(=O)OCCCCCCCC)c([*])[nH]1,known
20537,R1010548,[*]c1cc(CCCC(=O)OCC)c([*])[nH]1,known
20538,R1010549,[*]c1cc(CCCC(=O)OCCCCCCCC)c([*])[nH]1,known
20539,R1010550,[*]c1ccc(-c2ccc([*])nc2)cn1,known
20540,R1010551,[*]c1cnc([*])c(C)c1,known
20541,R1010552,[*]c1cc(C)c([*])cn1,known
20542,R1010553,[*]c1ccc([*])c(C)n1,known
20543,R1010554,[*]c1ncc(-c2cnc([*])c(C)c2)cc1C,known
20544,R1010555,[*]c1ccc([*])c(CCCCCC)n1,known
20545,R1010556,[*]c1ccc(-c2ccc([*])c(CCCCCC)n2)nc1CCCCCC,known
20546,R1010557,[*]N=C(O)N=C([*])N=C(N)N,known
20548,R1010558,[*]N=C(N=C(NC(C)=O)NC(C)=O)N=C([*])OC(C)=O,known
20549,R1010559,[*]CCc1ccc([*])n1CCCC,known
20550,R1010560,[*]N=Nc1ccc(-c2ccc([*])c(C)c2)cc1C,known
20551,R1010561,[*]N=Nc1ccc(C=Cc2ccc([*])cc2)cc1,known
20552,R1010562,[*]c1ccc(N([*])C)cc1,known
20553,R1010563,[*]c1ccc2ccc(-c3nc4cc(-c5ccc6[nH]c([*])nc6c5)ccc4[nH]3)cc2c1,known
20554,R1010564,[*]c1nc2cc(-c3ccc4[nH]c(-c5ccccc5[*])nc4c3)ccc2[nH]1,known
20555,R1010565,[*]c1nc2cc(-c3ccc4[nH]c(-c5c([*])ccc6ccccc56)nc4c3)ccc2[nH]1,known
20556,R1010566,[*]Nc1ccc([*])cc1S(=O)(=O)O,known
20557,R1010567,[*]c1[nH]c([*])c(OC)c1OC,known
20558,R1010568,[*]c1ccc2c(c1)c1ccccc1n2[*],known
20559,R1010569,[*]C(=C(C#N)C#N)c1ccc(C(=C(C#N)C#N)N2CCN([*])CC2)cc1,known
20560,R1010570,[*]C(=C(C#N)C#N)c1cccc(C(=C(C#N)C#N)N2CCN([*])CC2)c1,known
20561,R1010571,[*]C(=C(C#N)C#N)c1ccc(C(=C(C#N)C#N)N2CC(C)N([*])CC2C)cc1,known
20562,R1010572,[*]C(=C(C#N)C#N)c1cccc(C(=C(C#N)C#N)N2CC(C)N([*])CC2C)c1,known
20563,R1010573,[*]C=Cc1ccc(C=Cc2nc3cc4nc([*])[nH]c4cc3[nH]2)cc1,known
20566,R1010574,[*]N=P([*])(OCCOCCOc1ccc(CCCCCCCC)cc1)OCCOCCOc1ccc(CCCCCCCC)cc1,known
20567,R1010575,[*]CCCC(O)CN(CCCC)c1ccc(C#Cc2ccc(S([*])(=O)=O)cc2)cc1,known
20568,R1010576,[*]N=P([*])(Oc1ccc(I)cc1)Oc1ccc(I)cc1,known
20569,R1010577,[*]N=P([*])(Oc1ccc2cc(I)ccc2c1)Oc1ccc2cc(I)ccc2c1,known
20570,R1010578,[*]N=P([*])(Oc1ccc2cc(Br)ccc2c1)Oc1ccc2cc(Br)ccc2c1,known
20571,R1010579,[*]N=P([*])(OCCOc1ccc2ccccc2c1)OCCOc1ccc2ccccc2c1,known
20572,R1010580,[*]N=P([*])(OCCOc1ccc2cc(Br)ccc2c1)OCCOc1ccc2cc(Br)ccc2c1,known
20573,R1010581,[*]N=P([*])(OCCOc1ccc2cc(I)ccc2c1)OCCOc1ccc2cc(I)ccc2c1,known
20574,R1010582,[*]N=P([*])(OCCOc1ccc(-c2ccccc2)cc1)OCCOc1ccc(-c2ccccc2)cc1,known
20575,R1010583,[*]N=P([*])(OCCOc1ccc(-c2ccc(Br)cc2)cc1)OCCOc1ccc(-c2ccc(Br)cc2)cc1,known
20576,R1010584,[*]N=P([*])(OCCOc1ccc(-c2ccc(I)cc2)cc1)OCCOc1ccc(-c2ccc(I)cc2)cc1,known
20577,R1010585,[*]N=P([*])(OCCOc1ccc(-c2ccccc2)cc1I)OCCOc1ccc(-c2ccccc2)cc1I,known
20578,R1010586,[*]N=P([*])(Oc1ccc(C(=O)OC)cc1)Oc1ccc(C(=O)OC)cc1,known
20579,R1010587,[*]N=P([*])(Oc1ccc(C(F)(F)F)cc1)Oc1ccc(C(F)(F)F)cc1,known
20580,R1010588,[*]c1ccc(NC=Nc2ccc(S([*])(=O)=O)cc2)cc1,known
20583,R1010589,[*]N=P(Cl)(Cl)N=P(Cl)(Cl)N=S([*])(=O)Cl,known
20584,R1010590,[*]N=P(Cl)(Cl)N=P(Cl)(Cl)N=S([*])(=O)F,known
20585,R1010591,[*]Nc1ccc(-c2ccc(NC3=C(Cl)C(=O)C([*])=C(Cl)C3=O)cc2)cc1,known
20586,R1010592,[*]Nc1ccc(-c2ccc(NC3=C(Cl)C(=O)C([*])=C(Cl)C3=O)c(C)c2)cc1C,known
20587,R1010593,[*]Nc1ccc(-c2ccc(NC3=CC(=O)C([*])=CC3=O)cc2)cc1,known
20588,R1010594,[*]Nc1ccc(-c2ccc(NC3=C(OC(C)=O)C(=O)C([*])=C(OC(C)=O)C3=O)cc2)cc1,known
20589,R1010595,[*]N=P([*])(C)CCCC,known
20590,R1010596,[*]N=P([*])(C)CCCCCC,known
20591,R1010597,[*]NC1=CC(=O)C([*])=CC1=O,known
20592,R1010598,[*]N=C1C=CC(=NC2=CC(=O)C([*])=CC2=O)C=C1,known
20593,R1010599,[*]N=C1C=CC(=NC2=CC(=O)C([*])=CC2=O)c2ccccc21,known
20594,R1010600,[*]N=P([*])(Oc1ccc(C(C)CC)cc1)Oc1ccc(C(C)CC)cc1,known
20595,R1010601,[*]Nc1ccc(-c2nc3ccc(C)cc3s2)cc1[*],known
20596,R1010602,[*]c1ccc(-c2nc3cc4nc([*])n(CCCS(=O)(=O)O)c4cc3n2CCCS(=O)(=O)O)c(S(=O)(=O)O)c1,known
20597,R1010603,[*]c1ccc(-c2nc3cc4nc([*])[nH]c4cc3[nH]2)c(S(=O)(=O)O)c1,known
20598,R1010604,[*]c1ccc2c(c1)c1cc([*])ccc1n2CC,known
20599,R1010605,[*]c1ccc2c(c1)c1cc([*])ccc1n2-c1ccccc1,known
20600,R1010606,[*]Nc1ccc([*])cc1Br,known
20601,R1010607,[*]Nc1cc(Cl)c([*])cc1Cl,known
20602,R1010608,[*]Nc1ccc([*])c(Cl)c1Cl,known
20603,R1010609,[*]Nc1c(Cl)cc([*])cc1Cl,known
20604,R1010610,[*]Nc1cc(Br)c([*])cc1Br,known
20605,R1010611,[*]Nc1c(Br)cc([*])cc1Br,known
20606,R1010612,[*]C=Cc1ccc([*])n1C,known
20607,R1010613,[*]C=Cc1ccc([*])n1CCCCCC,known
20609,R1010614,[*]C=Cc1ccc([*])n1CCCCCCCCCCCC,known
20610,R1010615,[*]c1ccc2c(c1)c1cc([*])ccc1n2C,known
20611,R1010616,[*]Nc1ccc([*])c2ccccc12,known
20612,R1010617,[*]Nc1cc2cccc3c([*])cc4cccc1c4c23,known
20613,R1010618,[*]N=P([*])(OCC=Cc1ccccc1)OCC=Cc1ccccc1,known
20614,R1010619,[*]c1ccc(Cc2ccc(N(c3ccc(C)cc3)c3ccc(-c4ccc(N([*])c5ccc(C)cc5)cc4)cc3)cc2)cc1,known
20615,R1010620,[*]c1ccc(C(c2ccccc2)c2ccc(N(c3ccc(C)cc3)c3ccc(-c4ccc(N([*])c5ccc(C)cc5)cc4)cc3)cc2)cc1,known
20616,R1010621,[*]c1ccc2c(c1)c1cc([*])ccc1n2C=C,known
20617,R1010622,[*]N=P([*])(OCCC(=O)C=C)OCCC(=O)C=C,known
20618,R1010623,[*]Nc1ccc(Nc2ccc([*])cc2)cc1C(=O)O,known
20619,R1010624,[*]CCC1CN(CP(=O)(O)O)CC1[*],known
20620,R1010625,[*]CCC1CN(C(P(=O)(O)O)P(=O)(O)O)CC1[*],known
20621,R1010626,[*]C#Cc1cc(OCCCCCCCCCCCCCCCCCC)c(C#Cc2ccc([*])nc2)cc1OCCCCCCCCCCCCCCCCCC,known
20622,R1010627,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)n2C)cn1,known
20623,R1010628,[*]N=P([*])(OCC1COCCOCCOCCOCCO1)OCC1COCCOCCOCCOCCO1,known
20624,R1010629,[*]B1NBN([*])B(CC)N1,known
20625,R1010630,[*]B1NBN([*])BN1,known
20626,R1010631,[*]Nc1ccc([*])cc1F,known
20627,R1010632,[*]/C=C\C(=O)c1cccc(C(=O)/C=C\Nc2ccc(Cc3ccc(N[*])cc3)cc2)c1,known
20628,R1010633,[*]/C=C\C(=O)c1ccc(C(=O)/C=C\Nc2ccc(Cc3ccc(N[*])cc3)cc2)cc1,known
20629,R1010634,[*]c1cccc(N/C=C\C(=O)c2cccc(C(=O)/C=C\Nc3cccc(S([*])(=O)=O)c3)c2)c1,known
20631,R1010635,[*]c1cccc(N/C=C\C(=O)c2ccc(C(=O)/C=C\Nc3cccc(S([*])(=O)=O)c3)cc2)c1,known
20632,R1010636,[*]CC(O)C(O)CN([*])c1ccc(N(C)C)cc1,known
20634,R1010637,[*]CC(O)CCCCC(O)CN([*])c1ccc(N(C)C)cc1,known
20635,R1010638,[*]CCC1CN(c2ccc(N(C)C)cc2)CC1[*],known
20636,R1010639,[*]CC(OC)C1CN(c2ccc(N(C)C)cc2)CC1[*],known
20637,R1010640,[*]c1[nH]c([*])c2c1-c1ccc(CCCCCC)c3c(CCCCCC)ccc-2c13,known
20638,R1010641,[*]c1[nH]c([*])c2c1-c1ccc(C)c3c(C)ccc-2c13,known
20639,R1010642,[*]c1[nH]c([*])c2c1-c1ccc(Cl)c3c(Cl)ccc-2c13,known
20640,R1010643,[*]c1[nH]c([*])c2c1-c1cccc3cccc-2c13,known
20641,R1010644,[*]N=P([*])=S,known
20642,R1010645,[*]c1c2ccccc2c([*])n1C,known
20643,R1010646,[*]c1ccc(-c2cc(CCCCCC)c(-c3ccc(-c4ccc5ccc6ccc([*])nc6c5n4)cc3)cc2CCCCCC)cc1,known
20644,R1010647,[*]N=P([*])(OCCOCCOCCOP1(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=N1)OCCOCCOCCOP1(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=N1,known
20645,R1010648,[*]N=P([*])(OCC1COCCOCCOCCOCCOCCO1)OCC1COCCOCCOCCOCCOCCO1,known
20646,R1010649,[*]N=P([*])(CC1COCCOCCOCCO1)OCC1COCCOCCOCCO1,known
20647,R1010650,[*]c1cn([*])c2ccccc12,known
20649,R1010651,[*]Nc1ccc(-c2ccc([*])cc2)c(C)c1,known
20650,R1010652,[*]Nc1ccc(-c2ccc([*])cc2)c(OC)c1,known
20651,R1010653,[*]Nc1cc([*])ccc1N,known
20652,R1010654,[*]c1ccc([*])c2nccnc12,known
20653,R1010655,[*]c1ccc([*])c2nc(CC)c(CC)nc12,known
20654,R1010656,[*]c1ccc([*])c2nc(CCCCCCC)c(CCCCCCC)nc12,known
20655,R1010657,[*]c1ccc([*])c2nc(-c3ccccc3)c(-c3ccccc3)nc12,known
20656,R1010658,[*]c1ccc([*])c2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)nc12,known
20657,R1010659,[*]c1ccc([*])c2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)nc12,known
20658,R1010660,[*]Nc1ccc([*])cc1O,known
20659,R1010661,[*]N=P(N=P(N=S([*])(=O)NCCCCCCC)(NCCCCCCC)NCCCCCCC)(NCCCCCCC)NCCCCCCC,known
20660,R1010662,[*]c1ccc(-c2ccc(N(c3ccccc3)c3ccc4ccc(N([*])c5ccccc5)cc4c3)cc2)cc1,known
20661,R1010663,[*]c1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc4ccc(N([*])c5ccc(OC)cc5)cc4c3)cc2)cc1,known
20662,R1010664,[*]c1cc(CCCCCC)c([*])[nH]1,known
20663,R1010665,[*]c1cc(CCCCCCCCCCCCCCCC)c([*])[nH]1,known
20664,R1010666,[*]Nc1c(OC)cc([*])cc1OC,known
20665,R1010667,[*]Nc1cccc(NC(=C(C#N)C#N)c2cccc(C([*])=C(C#N)C#N)c2)c1,known
20667,R1010668,[*]Nc1ccc(C=Cc2ccc(NC(=C(C#N)C#N)c3ccc(C([*])=C(C#N)C#N)cc3)cc2)cc1,known
20670,R1010669,[*]Nc1ccc(C(C)(C)c2cccc(C(C)(C)c3ccc(NC(=C(C#N)C#N)c4ccc(C([*])=C(C#N)C#N)cc4)cc3)c2)cc1,known
20672,R1010670,[*]Nc1ccc(-c2ccc(NC(=C(C#N)C#N)c3ccc(C([*])=C(C#N)C#N)cc3)c(OC)c2)cc1OC,known
20673,R1010671,[*]Cc1cc(C(C)(C)c2ccc3c(c2)CN(C)CO3)cc(CN([*])C)c1O,known
20674,R1010672,[*]CCCCCCCCCCNC(=N[*])c1ccccc1,known
20676,R1010673,[*]CCCCCCCCCCNC(C)=N[*],known
20677,R1010674,[*]Cc1ccc(CNC(C)=N[*])cc1,known
20678,R1010675,[*]c1ccc2c(c1)c1cc([*])ccc1n2CC1CO1,known
20679,R1010676,[*]c1ccc(C=C(c2ccc(OC)cc2)c2ccc(C(=Cc3ccc(N([*])c4ccccc4)cc3)c3ccc(OC)cc3)cc2)cc1,known
20680,R1010677,[*]C(C#N)=Cc1ccc(N(CC)Cc2ccccc2CN(CC)c2ccc(C=C(C#N)S([*])(=O)=O)cc2)cc1,known
20682,R1010678,[*]Nc1cc(F)c([*])cc1F,known
20683,R1010679,[*]c1ccc(-c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,known
20684,R1010680,[*]c1ccc(-c2ccc(N([*])c3ccc(CCCC)cc3)cc2)cc1,known
20685,R1010681,[*]Nc1ccc([*])cc1N,known
20686,R1010682,[*]C=Cc1cc(CCCCCCCCCC)c(C=Cc2ccc(-c3ccc([*])nc3)cn2)cc1CCCCCCCCCC,known
20687,R1010684,[*]c1ccc2cc(N([*])c3ccccc3)ccc2c1,known
20688,R1010685,[*]c1cccc(-c2nc3cc(-c4ccc5c(c4)nc([*])n5CCCS(=O)(=O)O)ccc3n2CCCS(=O)(=O)O)c1,known
20689,R1010686,[*]c1cccc(-c2nc3cc(-c4ccc5c(c4)nc([*])n5CCCCS(=O)(=O)O)ccc3n2CCCCS(=O)(=O)O)c1,known
20690,R1010687,[*]c1ccc(C(c2ccccc2)c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,known
20691,R1010688,[*]c1ccc(C(c2ccc(OCCCC)cc2)c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,known
20692,R1010689,[*]c1ccc(C(c2ccc(C#N)cc2)c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,known
20693,R1010690,[*]c1ccc(C(c2ccc(C(=O)OC)cc2)c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,known
20694,R1010691,[*]C=Cc1ccc(-c2nnc(-c3ccc(C=Cc4ccc5c(c4)c4cc([*])ccc4n5CCCCCCCC)cc3)n2-c2ccccc2)cc1,known
20695,R1010692,[*]C=Cc1ccc(-c2nnc(-c3ccc(C=Cc4ccc5c(c4)c4cc(-c6ccc7c(c6)c6cc([*])ccc6n7CCCCCCCC)ccc4n5CCCCCCCC)cc3)n2-c2ccccc2)cc1,known
20696,R1010693,[*]c1ccc(C=Cc2cc(OCC(CC)CCCC)c(C=Cc3ccc(N([*])c4ccccc4)cc3)cc2OC)cc1,known
20697,R1010694,[*]c1ccc(C=C(C#N)c2cc(OCCCCCCCC)c(C(C#N)=Cc3ccc(N([*])c4ccccc4)cc3)cc2OCCCCCCCC)cc1,known
20698,R1010695,[*]Nc1ccc([*])cc1OCCCCCCCCCCOc1ccc(C2CCC(CCCCC)CC2)cc1,known
20699,R1010696,[*]CCN([*])C,known
20700,R1010697,[*]Nc1ccc([*])cc1I,known
20701,R1010698,[*]C=Nc1ccc(-c2ccc(N=Cc3ccc4c(c3)c3cc([*])ccc3n4CCCC)cc2)cc1,known
20702,R1010699,[*]Cc1cccc(CN([*])c2ccccc2)c1O,known
20704,R1010700,[*]c1[nH]c([*])c2c1CCCCCCCCCC2,known
20705,R1010701,[*]c1[nH]c([*])c2c1CCCC2,known
20706,R1010702,[*]c1[nH]c([*])c2c1CCC2,known
20707,R1010703,[*]c1[nH]c([*])c2c1CCCCC2,known
20708,R1010704,[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(N([*])c5ccc(C)cc5)cc4)c4c(C)ccc(C)c34)c3c(C)ccc(C)c23)cc1,known
20709,R1010705,[*]c1ccc(-c2cc3c(ccc4ccccc43)cc2-c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,known
20710,R1010706,[*]c1cc(-c2nc3cc4[nH]c([*])nc4cc3[nH]2)cc(S(=O)(=O)O)c1,known
20711,R1010707,[*]N=Nc1ccc(C(=O)c2ccc(C=C3CCC(=Cc4ccc(C(=O)c5ccc([*])cc5)cc4)C3=O)cc2)cc1,known
20712,R1010708,[*]N=Nc1cccc(C(=O)c2ccc(C=C3CCC(=Cc4ccc(C(=O)c5cccc([*])c5)cc4)C3=O)cc2)c1,known
20713,R1010709,[*]N=Nc1ccc(C(=O)c2ccc(C=C3CCCC(=Cc4ccc(C(=O)c5ccc([*])cc5)cc4)C3=O)cc2)cc1,known
20714,R1010710,[*]N=Nc1cccc(C(=O)c2ccc(C=C3CCCC(=Cc4ccc(C(=O)c5cccc([*])c5)cc4)C3=O)cc2)c1,known
20715,R1010711,[*]C(C#N)=Cc1cc(OCC(CC)CCCC)c(C=C(C#N)c2ccc3c4ccc([*])cc4n(CC(CC)CCCC)c3c2)cc1OCC(CC)CCCC,known
20716,R1010712,[*]C=Cc1ccc(N(c2ccc(C=Cc3ccc4c5ccc([*])cc5n(CC(CC)CCCC)c4c3)cc2)c2ccc(OCC(CC)CCCC)cc2)cc1,known
20718,R1010713,[*]C=Cc1cc(OCC(CC)CCCC)c(C=Cc2ccc3c4ccc([*])cc4n(CC(CC)CCCC)c3c2)cc1OCC(CC)CCCC,known
20719,R1010714,[*]c1cccc(-c2nc3cc(-c4ccc5c(c4)nc([*])n5C)ccc3[nH]2)c1,known
20720,R1010715,[*]c1ccc(N([*])CCCCCC)cc1,known
20721,R1010716,[*]c1ccc(N([*])CCCCCCC)cc1,known
20722,R1010717,[*]c1ccc(N([*])CCCCCCCC)cc1,known
20723,R1010718,[*]c1ccc(N([*])CCCCCCCCCC)cc1,known
20724,R1010719,[*]c1ccc(N([*])CCCCCCCCCCCC)cc1,known
20725,R1010720,[*]c1[nH]c([*])c(CC(=O)OC)c1CC(=O)OC,known
20726,R1010721,[*]c1[nH]c([*])c(CC(=O)OCCCCCC)c1CC(=O)OCCCCCC,known
20727,R1010722,[*]c1[nH]c([*])c(CC(=O)OCCCCCCCCCCCC)c1CC(=O)OCCCCCCCCCCCC,known
20728,R1010723,[*]c1ccc([*])n1CCCCCC,known
20729,R1010724,[*]c1cc(CCOCCOC)c([*])[nH]1,known
20730,R1010725,[*]c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)c3cc([*])ccc3n4-c3ccccc3)ccc1-2,known
20731,R1010726,[*]c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)c3cc([*])ccc3n4-c3ccc(C)cc3)ccc1-2,known
20732,R1010727,[*]c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)c3cc([*])ccc3n4-c3ccc(OC)cc3)ccc1-2,known
20733,R1010728,[*]Nc1ccc([*])cc1C(C)C,known
20734,R1010729,[*]Nc1ccc([*])cc1C(C)CC,known
