,Unnamed: 0,rid,smiles,category,p_score,graph,graph2
4468,10367,R1004497,*CCCCCCCCCCCCCCCCCCCCC(*)Cl,known,0.9383,[],[]
4469,10371,R1004498,*C=CC(C)CCCCCCCCC*,known,0.8246,[],[]
4470,10373,R1004499,*C#CC#CCCCCCCCC*,known,0.8215,[],[]
4471,10374,R1004500,*C=CC(=C(C)C)C(*)=C(C)C,known,0.311,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'}), (0, 2, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*C=CC(=*)C(*)=*', '*=C(C)C', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
4472,10375,R1004501,*C(C)=C(*)CCC,known,0.505,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*C(=*)C', '*C(=*)CCC', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
4473,10384,R1004502,*C(C)=C(*)CCCCC,known,0.5094,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*C(=*)C', '*C(=*)CCCCC', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
4474,10393,R1004503,*C(C)=C(*)CCCCCCC,known,0.5506,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*C(=*)C', '*C(=*)CCCCCCC', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
4475,10402,R1004504,*C=C(*)C(C)(C)C,known,0.8159,[],[]
4476,10411,R1004505,*CC(*)CCC(C)C=C(C)C,known,0.4456,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*CC(*)CCC(C)C=*', '*=C(C)C', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
4477,10412,R1004506,*CC=C1c2ccccc2C(*)c2ccccc21,known,0.5356,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*CC=*', '*C1c2ccccc2C(=*)c2ccccc21', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
4478,10413,R1004507,*C1C=CC(C(*)(C)C)=C1,known,0.7467,[],[]
4479,10414,R1004508,*C1C=C(C)C(*)C1,known,0.8265,[],[]
4480,10415,R1004509,*C1C=C(C(*)(C)C)C2CC=CCC12,known,0.6678,[],[]
4481,10416,R1004510,*C=CC1CCC(*)(C)C1,known,0.7239,[],[]
4482,10417,R1004511,*c1ccc2c(c1)C(*)(C)CC2(C)C,known,0.8169,[],[]
4483,10419,R1004512,*C1CCc2ccccc2C1*,known,0.9504,[],[]
4484,10420,R1004513,*C=CC1CC(*)C2CC=CC12,known,0.6352,[],[]
4485,10426,R1004514,*C=C(*)C(C)(C)CC,known,0.7607,[],[]
4486,10427,R1004515,*C=C(*)C(C)(C)CCCCCC,known,0.8383,[],[]
4487,10428,R1004516,*C=CC1CC(*)C2CCCC12,known,0.694,[],[]
4488,10429,R1004517,*CC#CC#CCC1(*)c2ccccc2-c2ccccc21,known,0.8153,[],[]
4489,10430,R1004518,*C1C2CC(=CC)C(C2)C1*,known,0.3442,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*C1C2CC(=*)C(C2)C1*', '*=CC', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
4490,10432,R1004519,*C1C(*)C2CC1C1C=CCC12,known,0.5943,[],[]
4491,10433,R1004520,*/C=C\C1CCCCC1*,known,0.4598,[],[]
4492,10434,R1004521,*C#CC=C*,known,0.6412,[],[]
4493,10436,R1004522,*C=C(*)C,known,0.777,[],[]
4494,10437,R1004523,*C=C(*)CC,known,0.8089,[],[]
4495,10438,R1004524,*C=C(*)CCC,known,0.83,[],[]
4496,10439,R1004525,*C=CC1CC(*)C(C2CC=CCC2)C1,known,0.6817,[],[]
4497,10440,R1004526,*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(*)ccc1-2,known,0.8738,[],[]
4498,10444,R1004527,*c1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(*)ccc1-2,known,0.7493,[],[]
4499,10448,R1004528,*C(C)=C(*)C(C)C,known,0.4818,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*C(=*)C', '*C(=*)C(C)C', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
4500,10455,R1004529,*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(*)ccc1-2,known,0.8717,[],[]
4501,10458,R1004530,*c1ccc2c(c1)Cc1cc(*)ccc1-2,known,0.5694,[],[]
4502,10459,R1004531,*CC(C)(C)C1CC=C(*)CC1,known,0.4563,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*CC(*)(C)C', '*C1=CCC(*)CC1', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
4503,10460,R1004532,*C=CC1CC(=CC)C(*)C1,known,0.3735,"[(0, 1, {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]","[('*C=CC1CC(=*)C(*)C1', '*=CC', {'iclass': 'hydrocarbon', 'jclass': 'hydrocarbon'})]"
