,Unnamed: 0,corrected,RID,smiles,fragment_fp,fragment_fp2
10,10,,R0000000670,*c1ccc(C2(*)OC(=O)c3ccccc32)cc1C,11010110101001000100111110000101010100011000111110111110000000100010101100001000110001001011010001000101110110000111000100001000010000100000001101110111011101001110101000101010001011100101010000110010110011100010000100000100010011000111011001010111100001011111001000011111000011010101010011110010000000000000101001010011010001100011111101010001110000000100011101100011110100000000000111000000100000000001000100111000010011010000111001001011110001000110000000000000100000010011010000100111011001001000011100111000011100000011000101010101111001000010100100000101011000100111100110001000100110010010010111101000101000000000011001000100001010000000010000001101010010000001001001100010010011000000100001100000100001000010101101010000110000010011101010011100000000101000011000111000000010011000001011010110100011100100000000100000010000100110001000101010000000110001010101001100101101011001101101001100000110001010011100101110100001100110001000011110001001010001000100001110111000100111111000100010111101000000000000001111100010010010100110111001111011101100010100001111110110100011010100100010100001011010100000100000101101100011001001000001101001001100010000110000110100111000000101111010100000100000100001100010000000000001110001100100011100101111101001111010101000000010000100100000011011011000011000000011000100000000000100000001000101100111001000000101001100101101111101100001011011010011000010001100100000011001011000001001111001001000000111001001110010001000110000010000100001010111001100000100111010100011001110101001000101010100000000010110010010010111010011000110000100010100011000000001001001000001111001010010000100101100000100110100000000110100000010101011100100110010110100100101110110000111010000001000010000010010011110101000000110100001100100010010110000011110001100000000101000010001000000110011010000101001000011000001010000010100100000110011010101011100001011000100101000011100100101011010110111010000000001110001010100010100010101010011000000001011001101111000011111111010000100001001001111010100011110000000000000101000000000110001,"[2, 19, 3]"
11,11,,R0000000789,*C1(C)CC(*)(C)C(=O)OC1=O,00100000000101000000000000000010000010000000000000000001000101110011000000000000010000000000000001000100000100000000010001010000100000000000100000001100000010000000000000000100000001000000000100000010000000000000000000000000010100000010010000100000000001000000010000000000010000001100111000000000000000010000111000100100010000000000000011000100000001000001000001100100000000000000011000000100000000001000010000000001010010010010001110000001000100000000010000011000000000000000000000000000000010000000000000000000000100000010000000000100000000000000000000000000011100001100000000100000000000100001000000000000101001000000011100000000010100000000000000000010100100000000010000001001010000000010011000101011000001000000010000001000010010000000000100000001000000000000001100010000000010000000010000010000000000000000101000100001100000000000101000000000001001110101000100000000000101000100001010010001000000100001000101000000000000100110010000001000000000001100001000000100010000000010100000000000011000010000010001000000000000000000000000001001100001100001110010110000000000000001000000000000000000011000101000000000000010100000001100000000000000000110000001000011000000000100001000001001000000000001010000000100010000000000000011000000011100000000001110001000001010000101001000000001010010000000100000100100000010000100000000000000010100000001010000100000001000110010000000000010000000001100000100000100000011001000100100100000000000010011000000000000000000000001001100000000000000000000001000000000000110010000000000000000000001000000000100000000000000011000000000000001100000010000000100000000000000000001001101001000000000000000000101100000000000010001000010001000100000000010000101010100010000000000000000000000001000000000000010110001100000000000000000010000010000001000100010110000000000001000000000101000000001000100000011010000010000001000000001001000000000000000000001010000000000000000100100001110000101001101000000100001011000000000010000000010000110001100000010110000000001100000000000001000000000010000000000000110000000000010000000001000,"[2, 12, 1]"
12,12,,R0000000791,*C1CC(*)C(=O)OC1=O,00100000000001000000000000000010000010000000000000000001000101000010000000000000000000000000000001000000000100000000000001010000000000000000100000001100000000000000000000000000000001000000000100000010000000000000000000000000000100000000010000000000000001000000000000000000010000001100011000000000000000010000110000100100000000000000000011000100000000000000000001000000000000000000010000000100000000000000010000000001000000000010001110000001000100000000010000010000000000000000000000000000000010000000000000000000000100000000000000000100000000000000000000000000001000001000000000100000000000100001000000000000000001000000010000000000000100000000000000000000100000000000010000001001000000000010011000100010000001000000000000001000000000000000000000000000000000000000001000010000000010000000010000010000000000000000000000100000100000000000001000000000000001100000000000000000000101000000000010010001000000000001000001000000000000000110010000000000000000001000001000000100000000000010100000000000011000000000010001000000000000000000000000001001000001100000000010100000000000000001000000000000000000010000101000000000000010100000000100000000000000000110000001000010000000000100001000001001000000000000010000000100000000000000000010000000011000000000001110001000000010000000001000000001010000000000000000100100000010000100000000000000010000000001010000100000001000100010000000000010000000000100000000000000000010000000000100100000000000000011000000000000000000000000001100000000000000000000000000000000000100010000000000000000000001000000000100000000000000010000000000000001100000000000000100000000000000000000001101001000000000000000000101000000000000010001000010001000100000000010000001010100010000000000000000000000001000000000000010110001100000000000000000000000010000001000100010010000000000000000000000001000000001000100000011000000010000000000000001001000000000000000000001000000000000000000100000000000000100000001000000000001000000000000010000000000000010001000000010000000000000100000000000001000000000010000000000000010000000000010000000000000,"[2, 10, 1]"
13,13,,R0000001166,*C1(C)CCOC(=O)C1,00100000000001000000000000000000000000000000000000000000000101000000000000000000000000000000000001010000000000000000000001000000100000000000000001001000000010000000000000000100000000000000000100000010000000000000100000010000000000100000000000000000000001000000000000000000000010000000011000000000000000010000100010000100001000000000000010000000000000000000000000000000000000000010011000000100000000000001000000000000000000010000000100000000000100000000000000000000000000000000000000000000000000000010100000000000000000100010000000000000000000000011000000000000001000001000000000000000000000100001000000000000100000000000010000000000000100000000000000000010000000010000000000001001000000000000000000100001000001000000000001000010000000000000000000000001000000000000001000010000000000000000000000010000000000000000000000000000010000000000000000000010001000000001000000010000000101000010011000000000000000100101000001000000000000000111000000000000000000001000000000000000000000000010000000000001010000000000000000000000000000000000000000000000100000100000010000100000000000001001000000000000000000001000000000000000000000100000100000000000000000100010000001000000000000000100000000000001000000000000000000000000000001000000000010000000011000000000001010001000001001000000000000000000110000000000010000100010000010000100000000000100000000000001000000000000000000000010000000000110001000000000000000000000000001001010000000100000000000000001000000000000000000000000000100000100000100000000000001000000000100000000000000000000000000000000000000000000000000010000000000000000100000000000001100000000000000000000000000000000000000000000000000100000010000010000000000001000100000000010000000010000010000000000000000000000000000000000000010100001100000000000000000010000000000000001100010000000000000000000000000001000100001000100000010011000010000000000000001001000000000000000000001000000000000000000000000000000000100000000000000000001000000000000010000000000000010001001001010000000000000100000000000001000000001010000000100000000000000000010000000000000,"[1, 9, 1]"
14,14,,R0000001192,*C1COC(=O)O1,00000100000001000000001010000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000100000000000010000000000000000001000000000000000010000000000000000000000000000000000000000010000000010000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000100000000000100000000010000000000000000000000000000000000100010000000000000000000000100100000100000000000000000000000100000000100000000000000000100000100000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000100010000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000100000000000010000000000010000000001000000000001000000000010000000000000000000000000000000100000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000100000000000000010000001000000000000000000000001000000000000000000010000000000000000000000000000100100000000000010001000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000010010000000000000100000000000000100000000000000000000110000000000100000000010000000000010000001000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000001000000000010010000000000000000001010000000000000000000000000000000000000000000010000000000000000000000000010000100000000,"[1, 7, 1]"
15,15,,R0000001438,*c1cccc(N=C2OC(=O)c3ccc(*)cc32)c1,10001110101000001010000110000010010000001110101110001000011100101110001001101000000010001011010001000101101001010111100010100011001000100101001001010010000001110110000000010000000101001100000011110010000001110100011111001100010101000111101001000001001010001010101100100111001011010100011000101010100000000000001101001001100010100011111101010001100001000101000011100011000100110101110011000000110011010011000110110001011001010000111000111101110001110010010001110001101100110110110000010011001000101011010011101100010010000011010011110010111001100010001000001001001001001101011010100001011010111000011010000000110010110000101001000000100100010000011110111011000111100010011101101001110000100001001010101000100001000000101100000010100010100011000110101000000101011010011100010000100001100010000011110110101001100010000000100000001000101101110010101001100001110001000111001000100000111001100001000100101101100001100110100000000000100110111100000110001001010001000100000100100101100111001000100001010001001100000110001100000000010111101000010000001010110100010000001000110000000001001000101110000111000110101010110001111100010010001010001001111001100000010100110000100110001010010011101000001000110000100000000100011000000001100100000100000101110110110001110010000001001000011100101001110100010010001000000010000100101000000000101000100111000111111010000000101100000001101110100000000010100001001101010001010000100001000001001001000001000000000111101001110010011001010000010101000100000001010000000000100001100000000000101100000100010010101000000111110000000110010000101001010100000100110000001111100001000011100001010010010110000100100100010100010001000100001000110010100000000011110100100100010011100011011000001000000011000010000011100001010011100100011001010010110000001000001000010001100010000100000010110011111000101000100100000011010010000100100100111111110001010101010010010001001000111101001001011000110101000000010010110000100010000010110101100001000000001011001100010000000001101110000000001000010100011100000000000110000000000100010000000000,"[2, 19, 3]"
16,16,,R0000001439,*c1ccc(N=C2OC(=O)c3ccc(*)cc32)cc1,10001110101000001010000110000010010000001110101110001000011100101110001001101000000010001011010001000101101001000111100010100011001000100101001001010010000001110110000000010000000101001100000011110010000001110100011111001100010101000111101001000001001010001010101100100111001011000100011000101010100000000000001001001001100000100011110101010001100001000101000011100011000100110101110011000000010001010011000110110001011001010000111000111101110001110010010001110001101100010000110000010011001000101011010010101100010010000011010011110010111001100010001000001001001001001101011000100001011010110000011010000000100010110000101001000000100101010000011110011011001011100000011101101001110000100001001010101000100001000000101100000010100010000011000010101000000101011010011100010000100001100010000011110110101001100000000000100000001000101101110010101001100001110001000111001000100010111001100001000110101101000001100110100000000000100110111100000110001101010000000100000100100101100111001000100001010001001100000110001100000000010111101000000000001010110100010000001000110000000001001000101100000011000110101010110001111100010010001010001001111001100000010000110000000110001010010011101000001000110000100000000110011000000001100100000100000101110110110001110010000001001000111100101001100100010010001000000010000100101000000000101000100011000111111010000000101100000001101110100000000010100001001001010001010000100001000001001001000001000000000111101001110010011001000000011101000100000001010000000000100101100000000000101100000100010010101000000111110000000100010000100001010100000100110000001111100001000011100001010010010110000100100100010100010001000100001000100010100000000011110100100100010011000011011000001000000011000010000011100001010001100100011001010010110000001000001000010001100010000100000010110011111000101000100100000011010010000100100100111111110001010101010010010101001000111101001001011000110101000000010010110000100010000010010101110001000000001011001100010000000001101110000000001000010100011100000100000110000000000100010000000000,"[2, 19, 3]"
17,17,,R0000001528,*c1cc(C)c(C2(*)OC(=O)c3ccccc32)cc1C,11010110101001000100111111000101010100011100111110111110000100100010101100001000110001001011010001000101110110000111000100001000010000100000001101110111011101011110101000101110001011100101010000110010110011100010000100001100010011010111111011010111101001011111101000011111000011010101010011110010000000000100111001010011010001100011111101010001110001001100011101100011110100000000101111000000100000000001000100111000010011010000111001001011110001000110000000000000100000010011010000100111011001011000011100111000011100000011010101010101111111000010100100000101011000100111100110001000100110010010011111101000101000000010111001000100001010000000010001001101010010000001001001101010010011000000100001100000100001000010101101110000110000010011111010011100000000101000011000111001000010011000001011010110100011100100000000101000010000100110001000101010000000111001010101001100101101011101101101001100000110001010011100101111100001101110001000011110001001010001000100001110111010100111111000110010111101000000000000001111100010010010100110111001111011101100010100001111110110100011010100100010100001011010100000100000101101100011001001000001101001001100010000110000110100111000000101111010100000100000100001100010000000000111110001100100011100101111101001111010101000000110000100100000011011011000011000000011000100100001000100000001000101100111001010000111011100101101111101100001011011010011000010001100100000111001011000001001111001001000000111001001110010001000110000010000110001010111001100000101111010100011001110101001010101010100000000010110010010010111010011000110000100110100111000000001001001000001111001010010010110101100000100110100000000110100000110101011100100111010110100100101110110000111010000001000010000010110011110101000000110100001100100010010110000011110001101000000111001010001000000110011010000101001000011000001110100010100100100110011010101011100001011000100101000011100100101011010110111011000000001110001110100010100010101010011000000001011001101111000011111111010000100001001001111010100011110000000000000101000000000110001,"[2, 20, 3]"
18,18,,R0000001529,*c1cc(C)c(C2(*)OC(=O)c3ccccc32)cc1*,11010110101001000100110110001001010100011100111110111110001100100000101100001000110001001011010001000101111100000111000000001000010001100000001001110111011111011110101000101110000011100101010000110010100011100001100100001100010001010111101011010111101001011111101000011111000011010111010011110010000000000100101001010011010001100111111001010001110001001100001101100011110100000000001111000000100000000001000100111001010011010000111001001011110001000110000000100000100100011011010000100111111001011000011100111000011100000011010001010101111101000011100100000101011000100111100100100000100111110010010111101001101000000010111011000100000010000000010000001101010010000000001001111010010111000000100001100000101001000010101101100010110001010011101010011100000000101000011000111000000010011000001011010110100011100100100000101010001000100110001000101010100000111001010001001100101101011101101011000100000110001110011100101010100001101110001000011110001001010001000100011110111000100111011000111010111101000000000000001110100010010010101110111001111011111100010100001111110110100011010100100010100001011010100000000000101101100011001011010001101011001000010000110000110100011001000101111100100000100000100001100010100000000111111001100100011100101110100011111011100000000010000100100000011011011000011000000011000100000001000100001001000101100111001010000111011100101101111111101001011011010011000000001100000000111101011000001001011001001000000101111001110110001000110000010100110001010011001100000001111010110011001110101000010101010100000000010110010000010111010011000010000100110100111000000001001001000001111011010000010110101100000100110100000000110100000111101011101100101010110100100101110110000111010100001010000000010110111110101000010110100001100100010010110000011110000101000001111101010001000000110011010000101001000010000001110100010100100100110011011101011100001111000100101000011101100101011010110111011000100001110001110100010100010101110011100010001011001101111000011011111010000100001001001110011100011110000000000000111000000010010001,"[3, 20, 3]"
19,19,,R0000001530,*C1OCCCC1C1C(=O)OC(=O)C1*,01100100001101010000000001000010000110000010000000100001000101100101010100011000000000000010000001010100000001010000110001010000000000000000101001001110011110000000000011000110011101001000000100000010000000000000100100010000010001100010010000000100000001000000110000100000010010001100111001000000000000010000111110101101110000000000000011010000000001000001001011000110001000010000011000100100000001000001110000010000000010010110011110000001000110000100010001111100000000000010100000110000010000110000000000100010000100100010000001000100010000100011000000000000101100101100000000101100100000100001110000000000001001000000111000100010010100010000010000001000000000000000110000101001000000010010011000101110010001000000011001000001011010100000000100100000000001000000011101010100000010000000111000010000000100000000100010000100110000000000101000010010000001110001100000001100001100000010011010010001000000110101000001000000000011100111000001101000100000001000000011110100010100001010100000000000010011011010110000000010010010100001000000000001000001100000010110110000000000001001000101000000000000011110101000001001000010111000101101000000100000000010000001010011100000000110001001101001000101000001010111000111010000000000000010000000011000101001001110001000001000101000000010000100110010100000110000110110100010100101000001000100010100001101110000100010000000000010000100001110001000001000000100001000010011001010100011100001001000111011000010000000001100000100000100100000100000010000010001100000100110011100000000100000000001100010000100100000010010011000000101010001100000010000000100000000000010000001001001011101000100100000000110100100011000010000000010001010000000000010010100011000011001000000000000000000001001100000100011110001010000000000000001010100010000001001100010110100000100101000001000001000100001100100000010011001010001101010001011001000100000000010011011111000010000111000001010011000111100001111000010100001000000100001011100000011000110101110001010010100010001100000000100001110000000010001000111001011000000000010100000000000,"[2, 15, 2]"
20,20,,R0000001784,*c1ccc2c(c1)C(=Nc1cccc(S(=O)(=O)c3cccc(N=C4OC(=O)c5ccc(*)cc54)c3)c1)OC2=O,10001110101000001010010110010010010000001110101110011000011110101110101001101001000010101011010001000101101011000111100110100011001000100101001001011010100101110110011000110010000101101100001011111010000001111100011111001100010101000111111011101001001011001010101100100111101111000100011011101010100100001010011101001001100000100011110101110101100001100101000011110011100100110101110011000000010001010011000110111011011001110100111000111101110001110010010001110001101100010000110000010011001000101011010010101100011010001011110011110110111001100010001000001101001101001101011000100001011010110001111010000000100010110000101001000000100100010000111111011011000011100000011101101011110000100001001110101000100001000000111100001110100010000011000010101001000101011010011100010000100001100010000011110111101111100001000000100110111010101101110010101001100001110101000111001000100000111001110101001100101101000001100110100000000010000110111100000110001101010010001110011100100101100111001000100001010101000110000111001100001000010111101010000000001010111100010000011000111011100001011000101101000011000111101011110001111100010110011010011001111001100000010000110000000111001010010011101000001000110000101000000100011000000001100101001101000101110110110001110010001011001000011100101001100100010010001100001011100110101000000000101101100011000111111010100000101100000001101110100010000010100001001001010101010001100011100001101001001001000001000111101001111010111001000000110101001100000001010000100000100001100000000000101100101110011010101000000111110000000100010011100001010100000100111000011111100001000011101011110010011110000101110100010100010001000100001000100011100000000011110100110100010011000011011000001000000011011010000011100001010001111100011001010010110000001000001000010001100110000100000010110011111001101101100100010011010010001100100110111111110001010101010010010001001000111101001001011001111101001000010010110010101010000110010101111001000010011111001101011000000101101110000000001000010101111101000000000110001000001100110000000000,"[2, 39, 6]"
21,21,,R0000001785,*c1ccc2c(c1)C(=Nc1cccc(N=C3OC(=O)c4ccc(*)cc43)c1)OC2=O,10001110101000001010000110000010010000001110101110001001011100101110011001101000000010001011010001000101101001000111100010100011001000100101001001010010000001110110100000010000100101001100000011110010100001110100011111001100010101000111101001000001001010001010101100100111001011000100011000101010100000000000101101001001100000100011110101010001100001000101000011100011000100110101110011000000010001010011000110110001011001010000111000111101110001110010010001100001101100010000110000010011001000101011010010101100010010000011010011110011111001100010001100001001001001001101011000100001011010110000011010000000100011110000101001000000100100010000011110011111000011100000011101101011110000100001001010101000100001000000101100000010100011000011000010101000000111011010111100010000100001100010000011110110101001100000000000100000001000101101110010101011100001110001000111001000100000111001100001000100101101000001110110100000000000000110111100000110001001010000000100000110100101101111001000100001010001000100000110001100000000010111101000000000001010110100010000001000110010000001001000101100000011000110101010110001111100010010000011001001111001100000010000110000000110001010010011101000001000110100100100000100011000000001100100000100000101110110110001110010000001001000011100101001100100010010001000000010000100101000000000101100100011000111111010000000101100000001101110100000000010100001001001010101011000100001000001001001000001000000000111101001110010011001000000010101000100000001010000000001100001100000000000101100000100010010101000000111110000000100011000100001011100100100110000001111100001000011100001110010010110000100100100010100010001000100001000100010100000000011110100100100010011000011011000001010000011000010000011100001010001100100011001010010110000001000001000010001100010000100000010110011111000101000100101000011010010000100100100111111110001010101010010010001001000111101001001011000110101000000010010110001100010000010010101110001000000001011001100010000000001101111000000001000010100011100000000000110000000000100010000000000,"[2, 30, 5]"
22,22,,R0000001786,*c1ccc2c(c1)C(=O)OC2=Nc1cccc(N=C2OC(=O)c3ccc(*)cc32)c1,10001110101000001010000110100010010000001110101110001001011100101110011101101000000010001011010001000101101001000111100010100011001000100111001001010010000001110110100000010000100101001100000011110010100001110100011111001100010101000111101001000001001010001010101100100111001011000100011000101010100000000000101101001001100000100011110101110001100001000101000011100011000100110101110011000000010001010011000110110001011001010000111000111101110001110010010001100001101100010000110000010011001000101011010010101100010010000011010011110011111001100010001100001001001001001101011000100001011010110000011010000000100011110000101001000000100100010000011110011111000011100000011101101011110000100001001010101000100001000000101100000110100011000011000110101000000111011010111100010000100001100010000011110110101001100000000000100000001000101101110010101011100001110001000111001000100000111001100001000100101101000001110110100000000000000110111100000110001001010000000100000110100101101111001000100001010001000100000110001100000000010111101000000000001010110100010000001000110010000001001000101100000011000110101010110001111101010010000011001001111001100000110000110000000110001010010011101000001000110100100100000100011000000001100100000100000101110110110001110010000001001000011100101001100100010010001000000010000100101000000000101100100011000111111010000000101100000001101110100000000010100001001001010101011010100001000001001001000001000000000111101001110010011001000000010101000100000001010000000001100001100000000000101100000100010010101000000111110000001100011000100001011100100100110000001111100001000011100001110010010110100100100101110100010001000100001000100010100000000011110100100100011011000011011000001010000011000010000011100001010001100100011001010010110000001000001000010001100010000101000010110011111000101100100101000011010010000100100100111111110001010101010011110001101000111101001001011000110101000000010010110001100010000010010101110001000000001011001100110000100001101111000000001000010100011100000000000110000001100100010000000000,"[2, 30, 5]"
23,23,,R0000002035,*C1(C)C(=O)OC(=O)C1(*)C,01100000000001000000000000000000000010000000000000000001001001000110000000001000000000000000000001010100000000101000011011010000001000000000100001000100011010000000000010000100100001011000000100000000000000000000000000010000000000000010000000100100000001000000000000000000010010001100011000100000000000001000111010100101011000000000000011010000000000000001000001000000001000000010010000000100000000001001010000000000000000010000010110000000000100000100010000011000000000000010000000100000000010100000100000000010000100000001001000010100000000000010001000000001011000001100000000100100000000000001100000000000100000000000010100000000010000000000000000000010000000010000000000101001000000000000011000100101010101000000010001000010000010000000000000100000000000000000001000010000000010000000110000000000000000000000100010000000110000000000101000001010001000110101010000000000000100000010000010010001000000100001000001000000000000100110000000000000100000001100000100000100010000001010000000000001010010010000110000000010000000100001000000000001100111100000000110110000000000001001000000000000000000010000101000000000000010111000101000000000000000000110010001010010100000000100001000001001000000000001000100000101010001010000000010000000010100000001001110000000010000101001000010000001100010010000100000110011000010100000000000000000110000011001100000100000100000000010000000000110001000000100000100000000000001001010100000100000000000000110000010001000000000000001001000000100010100000000001001000001100100010000000010100000000001000000000100000000001000010000000001000001100000000100011100000000000000011001001000011101001000100000100101000000011000010001000000000010000000000010000100010100010000000000000000000000001000100000000010100000000001000000000000010000010000000001100010110000001100101000000000001000000001000000000000011000010000110000000001000001000000000000000001010000000000000000000110010100000100000001000000110001001000000000010000000001000110001000001000010000010001100000000000001000000000010001000101011010000000000110000000000000,"[2, 11, 1]"
24,24,,R0000002036,*C1CC(*)(C)C(=O)OC1=O,00100000000101000000000000000010000010000000000000000001000101100011000000000000010000000000000001000100000100000000010001010000100000000000100000001100000010000000000000000100000001000000000100000010000000000000000000000000010100000010010000100000000001000000010000000000010000001100111000000000000000010000111000100100010000000000000011000100000001000001000001100100000000000000011000000100000000001000010000000001010010010010001110000001000100000000010000011000000000000000000000000000000010000000000000000000000100000010000000000100000000000000000000000000011100001100000000100000000000100001000000000000101001000000011100000000000100000000000000000010100100000000010000001001010000000010011000101011000001000000010000001000010010000000000100000001000000000000001100010000000010000000010000010000000000000000101000100001100000000000101000000000001001110101000100000000000101000100001010010001000000100001000101000000000000000110010000001000000000001100001000000100010000000010100000000000011000010000010001000000000000000000000000001001100001100001010010100000000000000001000000000000000000011000101000000000000010100000001100000000000000000110000001000011000000000100001000001001000000000001010000000100010000000000000010000000011100000000001110001000001010000101001000000001010010000000100000100100000010000100000000000000010100000001010000100000001000100010000000000010000000001100000100000000000011001000100100100000000000010011000000000000000000000001001100000000000000000000001000000000000110010000000000000000000001000000000100000000000000011000000000000001100000010000000100000000000000000001001101001000000000000000000101100000000000010001000010001000100000000010000101010100010000000000000000000000001000000000000010110001100000000000000000010000010000001000100010110000000000001000000000001000000001000100000011010000010000001000000001001000000000000000000001010000000000000000100100001110000101001101000000100001011000000000010000000010000110001100000010110000000001100000000000001000000000010000000000000110000000000010000000000000,"[2, 11, 1]"
25,25,,R0000002037,*C1(*)CC(=O)OC1=O,00100000000001000000010000000000000000000000000000000001000011000000000000001000000010000000000000000000000000000000000001010000000000000000100001100100000000000000000000000000000001000000000100000000000000000000000000110000000000000000000000000100000011000000001000000000010010000000010000000000010000000000110000100001000000000001000011000000000000000000000001000000000000000000010000000000000000000001000000000000000000000000000110000000000100000100010000000000010000000000000000000000000000000000000000000010000100000000000000000000000000000010000100000100001000001000000000100100000000001001100000000000000000000000000000000000000010000000000000000000000000000000000000000111000000000000011000100000000001000000000001000000000000000000000000000000000000000000001000010000010010000000010000000000000000000000011000000000110000000000000010000010000000110000000000000000000100000000000000010001000000000001000000000001010000100110000001000010100000001000000000000100000000000010000000000000010000000000010001000000000000000000000000000001001001100000000110110000000000000001000000000000000000010000100000000100000010100000100000001101000000000000010001000010000000000100001000001001000000000000000000001101000000000000000010000000010000001000001110000000001000000000000001000010000000000000100000110010000010100000001001000000010000000001000000100000000000000010000000000010001000100000000000000000000000000000000001100000000000000000000000000000000000000100000000000000000000000000000001000010000100000000000000000000000001100000100110000000100010010000000000000000100000000000000000000000000000000000000000001000000000100000000100000000000000010000000000010010000001000010000000010000000000000100000000000000000000000000000010000000000000000000100000000000010000000001100010010000000100000000000000000000001011000000000000011000010000000000000000000000000000000000000001010000000000000000000010010000000100001001000000000001000000000000010000000000000010011010001000000000010000100000000000000000000100010001000000000010000000000010000110000000,"[2, 9, 1]"
26,26,,R0000002038,*C=Cc1ccc(*)c2c1C(=O)OC2=O,10000110101101000100001110110001110000000110101110111010001100110000001000001000010000001011010001000101101000101011000000100000110100101110001101010010000110010110000000000110011001100100000010110010000001100110011100001100010001000111110001110001001100001010101000010101000111000111010001110010100000000000101001000001000100101111010111001001100001001100010001100011010100100000000011000001000100001011000100010000010001010000111001001011110011000000001000110000100101010000010010001111000010100000110000101000010100000001010100010010000001010000000001100101001000000011001011001000000110110000011001010000100000000110001001100100100000110010010000000001001100010001001101101010100001000100001000100111101001000000000101100110100010000011100110001000111110011100011000110101011000001000000011000100000000100010000101000000011110100100001000101000110000111001000101001010100000011001000101101000000100000000010110100100000010001110001000000111011000010110000100010100100100110111111000110000010000001000001001001101001100010010100000000000001110110100010100101000110000000001000000100000000001000010000101001000000101100111000010000001100001000000110000110010100100001000100000101000000000100010000000110000011010000111100000001100100100100011100001010000001001000000101110101000000100010001001000000010000100111001000010011000001001010011001110000000101110111101000010110001001001000001010011000000101011100001000010001101110001000001001001101001110000011101010010000101000010000101010000000100100000001011001000001001010100001000000101000110011010000100110000101100101100100101110000000010000011000001101001011000010110100100010000010000000000100100100100100010100000011111110110100101010010000011110000001000000111000000000010010000010001100010000000010011000000001000001101110000111000000011000010011010010000101100001101000010010000000100110100110111010001010101010010101000101010011111010000011100110101001000000001110000110100000000011001101000000001001101000100010001100010111010000000110000010001111100000000100000000001101000110000100001,"[2, 15, 2]"
27,27,,R0000002040,*C1CC2CC1C(*)C2C1C(=O)OC(=O)C1*,01100100000101010000000000000010000110000000000000000001000101100111010100011000000000001010000001010000000001010000010001010000000001000000101001001100001110000000000010000110001101001000000100000010000000000000100000010001010101100010010000000100001001001000110010100000010010001000111001000000000000010000110110101101110000000000000011010100000001000001001011000110001000000010010000100100000010000001010000000001010010010110011111000001000100000100010001111100000000000000000000110000000000100000000000100010000100100010000001000100000000100011000000000000001100001100010000101100000000010001110000000000001001000000011000100010010000010000110100000000000000000000110000101101000000010010011000101110110001000001111001000000011010100000000000100000010001000000011100010100000010000011110000010100000100100000100011100001110000000000101000010010000011110001100100000000000100000010011010010101000000100001000001000000000001100111000000101000100000001010001010000101010100001010100000000000010011011000010001000010010011100100000000000001000001100000110111110000000000000001000001000001000000011110001000000000000010111100101100000000100000100010001001010011001000000110001000101001000111000001010111000111010000000000000011000000010000000000001110001000001011101000000010000000100010100000110000110110100010100100000001000101010100101011110000100000000000010010000100011110001000001000000100000100000011001010100000100000001000011010000010000000000000000100000100001010100000010000000001100001100110011000000000000000010001100010000100000000000010011000011001010001100000010100000100000000110000000001011001011111000100100000000110000100011000011000000010001010000000000010010100010000010001000000000000000000001001100000100010110001000000001000000000010000010000001001100010110001000100101000001000101000100001000100000010011000010000101110001011000000100000000000011011110000010000010000001010011100011100001101000010100001000000101001011110000011000110001100001110010100010001100100000000001110000000010001000101001011000000000010000000000000,"[3, 17, 3]"
