,Unnamed: 0,Unnamed: 1,Unnamed: 2,RID,smiles,fragment_fp,fragment_fp2
10,296,,,R1449,*OP(=O)(O*)c1ccccc1,01000000000000000000000000000000000101000010000000000000000000000000000000000000000000000001000000000001000100001000000000000000000011001000000000000010000100001110001000000000000000000000000000100000000001000000000000000000000011000000010000000000101000000000000000010000000000000000100000001010000010000000100100000000000000001110000000000000000000000000001000101000000000000000000000000010000000010000000000000010001000001000000000000000000001000000000000000000000000000000000000000001100100000010110000000010000000000000100000000000000001000100000000000110000000000100000000000010000000000001000000000000000000000000000000000000000000000000000000000110000000100000010000010000110000010000000100000000000000000000000001010000000000100000000010000000000100000000000001000001000010010000001010000000000000000000000000000000000110000111000101100000000000000000010000000000100000000000000000000000000001000000100100000000010000000000000000000000000000000010010000000000000011000000000000000100000010000000000000011100000000000010000000000000001000000000001000000000010000000000000000000000000000100001110100000000000000000000000100001000001000000000000000110010010000000000000010000010000000000000000001000010100000000000000000000000000000000001000000000000000000000000010000000000000000010000000100100000000000000010000010100000010010000100000000000000001000000000000000000010101000001000010000000000001010100010100011100000001000000001000100000000100000000010000000000000000000000000000000000000000000100000000000100010000000010000000000010000000000000000000000000000000000000000000010000000010000010000000000010000000000000000010100000000000000110001000001000000000100000000000000000000000000000100000000000100000000000000000010001000000000000001000000000000000000000000000000000000100000000000000100000001000000000000110000001000000000100000000000100000000001010100000000000000000010000100000000000000000100000000000010000000000000000000000000000000000000000000000000000000100000010000000100000100100000000000101000000000000001000010000001000000,"[2, 12, 1]"
11,297,,,R1452,*OP(=O)(N=Nc1ccc(*)cc1)O*,01000001000000000000000000000000010001000010000000001100000000000000010000000000000000000000100000000001000000001000010000000000000101000000000000000000010000001100100000001000000000000000000000110000000000001000001000000000011000000000000000000000000010000000000000010000000011000100000001000010010000000001000000000000000000000010000000000001010000000000000000100000000000000000010000010000000000000000001000000001100000000000000000000001000000000000000000010000000000100000010000000000000000000010010000001000000000000000000001000000000000000010000000001000000000010000011000000000000000000000000000000001000000000000101001101000000000000000010100010000001000100010010000100000000010000000001000000000000000000000000100100010010010000000000000010000000000000000000000010000000001000110000010000010000000100000010001100010000010000000000001110000000000000100010000100000000110011000010101000000000010000000000000000000010001100000000000000100000100000010001000000000000010010000000000000001011000001100000000110001000000010010000000000000000000000011000000000000000000000000000000000000000001001000000000000000010100001000101000000001000000000010000000000000000100011000001000000001000000000000000010010010000010000000100000000100000000100000000101010000000000000000101000000001000000010000000100000000000000000101000000000000000000000000000000100000000000000010100000000000100001000000000000010001000000000000010000000110000000001000000100010000100000000000000000000000000000100110000000000000100000100000000001100000000101000000000001001001000000000110000000000010000001000000010000000010000010000000000001100000100000000000000011010000000100000100001001000000000100000000100001100010000000000100000000010000000001000000000100000000000001010000000100000000000000000000001000000000101100000000000000010110011000101000100000010100000000100000000000000001000000010001000000000100000000001100000000000000010100001000110000011000100001000000000001010000000000000000000000000000000000000000000010000100000000000000001100000100000100000010010000011000,"[3, 15, 1]"
12,298,,,R1453,*OP(=O)(N=Nc1ccc(*)cc1)OC,01000001000000000000000001000000010001000010000000001100000000000000010000000000000000000000100100000001001000000000000000000000000001000000000000000000010000001100101000001010000000000000000000110000000000001000001000000000011000000000000000000000000010000000000000000000000011000100000000000010010000000000000000010000000100000010000000000001010000000001000000100000000000000000010000010000001000000000101000000001100000000100000000000001001000000000000000010000000000100000010000000000000000000010010000001000000000100000100001000000000000000010000000001000001000010010011000000000000000000000000000000001000000000000101001101000000000000000010100010000001000100010010000100000001010000000001000010000100000000000000100100010010010000000000010010000000000000000000000010010000001000110000010000010000000100000010001100010000010000000000001110000000000000100010011100000000110011000010101000000000010000100000000000000010001100000100000000100000100000010001000000000000010010000000000000001011000001100000000110000010000010010000000000000000000000011001101000000000000000000000100000001000001001000000000000000010100001000101010000000000000000010000000000000000100011000001000000001000001000000000011010010000010000000100000000100000000100000000101010000000000000000101000000001000000010000000100000000000000000101000000001000000000000001000000100000000000000010100000000000100001000000100000010001000000000000010000000110000000001000000100010000100000000000000000000000000000100110000000001000100000100000000111100000000101000010000001001001000000000111000000000000000001000000010000000010000011000000000001100000100000000000000011010100000100000100001001001010000100000000100001100010000000000100001000010000000001000000000100000000000001010000000100000000000000000000001100000000101100000000000000010110011000101000100000010100000000100000000000000001000000010001000000000100000000101100000100000000010100001000110000011000100001000000000000010000000000000000000000000000000000000000000010001000000000000000001100000100000100000000010000011000,"[2, 15, 1]"
13,305,,,R1517,*OP(=O)(O)O*,00000000000000000000010000010000000001000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000100000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000,"[2, 7, 0]"
14,320,,,R1550,*C(*)(P1(=O)Oc2ccccc2-c2ccccc21)P1(=O)Oc2ccccc2-c2ccccc21,11110111010001110011100111010111111110111001001100011111111010011011000110111101110100010101010000111101111100001111110011000111010011111100011110011111001101100110101001101111110111010101110111111000101000101001011011111110011111010000100111011100101110111101111111111101101111100101111100111011001111000011111010010110101011110111111111110101110100111001111111111011101011001101101011110110001111011111011100110110110110101111000101001110111111110111010110110100100001110111111101000101101111111100011100111110110111011110101111011000110011111110011001101111101110110111001011101100111101111110101000111011101010010011101011110010100011111011101011111010001110111111010010111111111110111001001111110000100101100001011011110000100101111111111110001100001100110111100111101101111100111111011110110111110111101110011011011100000111100001111110111010111111001111110000110101101100101001010111011101101111100111100110110011011010010101101101110110010111111111011111111110111111110000111001010101101111111001101011101111110010100010111111010010011010100101011001010101100101101011101110100000011001001111111111101110101011110111100110111110101101110010100010111110110101100000101111111110110010011100010111000111111010000001100010110101111111101111001101011011011011000101010011001111111111011001110100101010100011101111001111000011110110000110101101011011111110010111110101111011011111110110011110100111101111111111011110100110110011000001111001010011111111010111001111000101110001101000111111100001111101101101100010100110101111111010011110110001111111101101111111110110010000101001101110111111111111011111111110110000000101101111111111110101010011111001100100001110111111001111110100011111100111101111110100100111110001110101011110011110010101011111101101101100111010100101011100110110111010101111101101010101000111001010111011011001000010001000111111100110111111111000011101110101101111110100101110011000101100111010010111100101010111001111101011111111001111101111101011001111111101011010011100100110101001111010111111011100111101100111101101101101,"[2, 33, 6]"
15,326,,,R1591,*OP(=O)(O*)OC,00000000000000000000010001010000000001000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000011000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000010100000000001000000000000000000010001000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000010000000010000000000000100000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000010000000000000000000000000100000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000100000000000000100000000010110000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000,"[2, 8, 0]"
16,332,,,R1616,*c1cccc(P(=O)(c2ccccc2)c2cccc(*)c2)c1,00000000100010010000000000000000011000000010010000000000001000000000000000010000000000000100000000000001000100000001100000000000000011001010000010010001000000001111000000001000000000010000010000110000010110000000000000000000010000100000000000000100001000000000000000010000000001000100000000000110000000000000000100000001000100000110000000000001000000000010000000101000010100000010010000110000001000010000000000000010000000011000000000001000010000100000001001000000000000001001010010010101100000000000000000100010000000000000000010000000011000001100000000010100000010000000000000000001000000010000000101001101000000000101010000000000100010000010010000000000000000001000010001111000000000010000001100000000000000000000000000010000001000000000001000000000000100000100000000010000000000000100010010000000000000100000000000010000000100000000000000100101100000000010010000000001100000011101000000000010100011000000000001001000110010000000001000000100000001000010000100010000000011000000000000000000010000000000000110001000000000000010000000001000000000000000000011010000000010000000000000001000000001100001100100000000000100000100000001001101100000000000000001000000010100001100000010001000000000000000000000000010000000100000100100000100000100110000000001010000000000001000010100011010000000010001000100000000000000000011000010000000010010000100000010100000001000010010000000000010000000010000110000000010000100100000100110100000001000000001000001000010100000001000000000000010000010000000000110100000100001000000000000000000001101000000000000010001000000000000000000001000000000000000000000011000000000000000000001010000000000000000001000000000000000000000000010000000000000000000100100000000010000000010000000100100000000100000000000101000100000010001000000000000000100000000001001000000100000000010000100010000010000001000000000000000000000000001000000100001000000010100000000010000000000000100011000000000000110000000010000011000000000010010000010010000001000000000000001000000000000010100001100100000001000000000001100000000000000000000000000000000,"[2, 22, 3]"
17,390,,,R1912,*c1ccc(N=Nc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,00000000000010010000000100000000010001000010010000001000000000010000000001010000000000000000100000000001000100000100101000000000000011000010000010010000010000001110000000010000000000010000000000110010010100000000000000000000010000000000000000000100001010000000000000010001000011100100000000000010000000000000000100000000000000000111000000000001000000000010000000101000010100000010010000100000001100010000000000000010000000011000000000001000010000100100001011011010000000001000010010010000100100000000000000000010000001001000000011000000010000000110000001011100000000010000010000000000000000010000000111001001000000000101000000000000110010000000010100010000001000001000010001110000000010000000000100000000000100000000000100010010001000000000001000000000000100010100000000010000000000000110110010000010000000100000000000010010000100000000000000100101000000000011010000100000100010011101110000000010100001000000000001001000110001101000001000000100000100000010000100010000000011000000000000000001010000001100000110001000000000010010000000001000000000000001000011000000000010000100000000000000000001100001100100000000010100000100001001101001100000000001000001000001010100011100000010000000000010000000000000000010000000000000100000000100000000100000000001010000000000000000111000010001010000010001000101000000000000100011000010000000010010000100000110100000001000010010000000000010000000110000011000010000000100100000100110100000001000101001000001100000100000000000000010000010000000100010000110100000100001000000000001000000001101100000000010010001000000000100000000001000000010000000000000010010000000000000000001110000000000000000000000000000000010000000000000000000000000000000100100000000010000000010000001000100000001100000000000001000100001010001000000100000000100000010001001000000101000000011000100000100011000100000100000000100000000000001000000100001000000010001000000011100000000010100000000100000011110000000010000011000000000110010000000010000000000000000000000000000000000010100001100100000000000000000000100000100000000000000010000001000,"[1, 29, 4]"
18,399,,,R1987,*c1cccc(P(=O)(c2cccc(*)c2)c2cc(*)cc(*)c2)c1,00000000100010010000000000000000011000000010010000000000001000000000000000010000000000000100000000000001000100000001100000000000000011001010000010010001000000001111000000001000000000010000010000110000010110000001000000000000010000100000000000000100001000000000000000010000000001000100000000000110000000000000000100000001000100000110000000000001000000100010000000101000010100000010010000110000001000010000000000000010000000011000000000001000010000100000001001000000000000001001010010010101100000000000000000100010000000100001000010000000011000001100000000010100000010000000000000000001000000010000000101001101000000000101010000000000100010000010010000000000000000001000010001111000000000010000001100000001000000000000000000010000001000000000001000000000000100000100000000010000000000000100010010000000000000100000000000010000000100000000000000100101100000000010010000000001100000011101000010000010100011000000000001001000110010000010001000000100000001000010000100010000000011000000000000000000010000000000000110001000000000000010000000001000000000000000000011010000000010000000000000001000000001100001100100000000000100010100000001001101100000000000000001000000010100001100000010001000000000000000000000000010000000100000100100000100000100110000000001010000000000001000010100011010000000010001000100000000000000000011000010000000010010000100000010100000001000010010000000000010000000010000110000000010000100100100100110100000001000000001000001010010100000001000000000000010100010000000000110100000100001000000000000000000001101000000000000010001000000000000000000001000000000000000000000011000000000000000000001010000000000000000001000000000000000000000000010000000000000000000100100000000010000000010000000100100000000100000000000101000100000010001000000000000000100000010001001000000100000000010001100010010010000001000000000000000000000000001000000100001000000010100000000010000000000000100011000000000000110001000010000011000000000010010010010010000001000000000000001000000000000010100001100100000001000000000001100000100000000000000000000000000,"[4, 24, 3]"
19,400,,,R1988,*c1ccc(P(=O)(c2cccc(*)c2)c2cccc(*)c2)cc1,00000000100010010000000000000000011000000010010010000000001000000000000000110010000000000100000000000001000100000001100000000000000011001011000010010001000000001111000000001000000000010000010000110000010110000000000000000000010000100000000000000100001000000000000000010000000001000100000000000110000000000000000100000001000100001110000000000001000000000010000000101000010100000010010000110000001000010000000001000010000000011000000000001000010000100000001001000000000010001001010010010101100000000000000000100010000000000000000010000000011000001100000000010100000010000000000000000001000000010000000101001101000000000101010000000000100010000010010000000000000000001000010001111000000010011000001100000000000000000000000000010000011000000000001000000000000100000100000000010000000000000100010010000000000000100000000000010000000100000000000000100101110000000010010000000001100000011101000000000010100011000000000001001000110010000000001000000100000001000010000100010000000011000000000000000000010000000000000110001000000000000010000000001000000000000000000011010000000010000000000000001000000001100001100100000000000100000100000001001101100000000000000001000000010100001100000010001000000000000000000000000010000000100000100110000100000100110000000001010000100000001000010100011010000000010001000100000000000000000011000010000000010010000100000010100000001000010010000000000010000000010000110000000010000100100000100110100000001000000001000001000010100000001000000000000010000010000000000110100000100001000001000000000000001101000000000000010001000000000000000000001000000000000000000000011000000000000000000001010000000000000000001000000000000001000000000010000000000000000000100100000000010000000010000000100100000000100000000000101000100000010001000000010000000100000000001001000000100000000110000100010000010000001000000000000010000000000001000000100001000000010100000000010000000000000100011000100000000110000000010000011000000000010010000010010100001000000000000001000000000000010100001100100000001000000000001100000000000000000000000000000000,"[3, 23, 3]"
20,402,,,R1992,*c1cccc(P(C)(=O)c2cccc(*)c2)c1,00000000000010010000010000000000011010000010011000000000001000000000001000010000010000000100000000001001100100011001100000000000000011001000000010010001000000001111000000001000000000000000010000110000000010001000100000000000110000100000000000000110001000000010000000010000000001000100000000000110000000000000000000000000000100100110000000000001100000001011000000101000010000000010010000110100000000010010000000000010000000001000000000001000000000100001001001000000000000001101010010010001100000000000000000100010000000000000000010000000011000001100000001000100000010000100000000000001000000010000000001001101000000000101010000000000100010000010010000000010000010000000100010111100000000010000001100000000000000000000000010010000010000000000011000000000000100000100000000010000000000001100000010100000000000110000000000010000000100111000000000100001100000000000010000000001100000011111000000000010101011000000000000001000010010000000001000000110000001110010011000000000000010100010000000000000010000000001000010011000000000000011011000000000010000000000000001010000100010000000000000000000000001000001100000000000100000000000000001101100000000000000001001000000010100001000000010101100000000100000000001000010010000100100100100000100000000110000000001010010000000001000011100001010000100010000000100000000000000000011000010000000010010000100000000100000001000000000000000000010000001000100110000000110000100101000100110100000001000000001000001000010101000001001000000000010000011000010001110100000100000000000100010000000001110000001000000010001100000000000000000000000000000011000000000001100000000000000000001010000000000000000001000000000010000000000000010100000000011001100100000000000010000000010000000100100000100100000000000101000100000010001010000000000000000000000001000000010100000000010000111010001010000001000000000001001000000000001001000100000000000010101000000010000000000000100000000000000000110000000010000011000000000010000000010010000001000000000100001000000010000011000000100100000001000000000001100001000000010000000000000000000,"[2, 17, 2]"
21,403,,,R1993,*c1ccc(P(=O)(c2ccccc2)c2ccccc2)c(*)c1,00000000100010010000000010000000010000100010010010000000100000100000000000110010000000000000000000000001000100000000110000000000000011001111011110010000000000001111000000001110000000010000000000110000011100000001000000000000010001000000000000000110001000000000001000010000000101000100000000000010000100000000000100000000000100001110000000000001000000100010000100101000010100100010010000100001001000010000000001000010000000011000001100001010010000100100001001000000000010001001010011010100100000000001010000001010000000101001000010000000010000000110000000010100000010000000000000000001000000010000000101001101000000000101100000000000100010000010010000000000000000001000010001110001100010001000001100010001000000100000000000010000011000000000000000000000000100000100010000010000000000000100010010000000000000100000000000010000000100000000010100100101110000000010010000000001100001011101100010001010100001000001000001001000110010000010011000000100000000100110001100010000000011000000000000000000010000000000000110001000000000000011000000001000000000000000000011000000000010000000000000000100000011100001100100000000000100010100000001001001100000000000100001000000010100001100000010001000000000000000000000000010000000000000101110000100000001100000000001010100100000000001010010010010000010010001000100000010000000000011000010100001010010000111000010100000101000010010000000000010001000110000010000000010000100101100100110100000101000000001100001010000100000001000100000000010000000000000000110101010000011000001000000000000001101000000000000110101000000010000000100001001000000000000000000011000010000000000001001010000000000000000000011000000000001000000000010000000000000000000100111000000010000010010000000101100000000100000000000101000100000011001000000010000000100000010010001100000100100001110000101010010010000000000000000000011000000000001000000100001000000010111000000010000000000000100000000100000000110001000010000011000010000010010010010010100001000000001000001000000000000010101101100100000001000010000000100000100000000000000000000000000,"[2, 22, 3]"
22,558,,,R3016,*CC(*)(*)[PH](=O)O*,00000000000001000000000001000000000000000010000000000000000000000000001000000000000100000000001000000000000000101000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000100000000000000100000000000000000000100000000000100000100000000000000011000000001000000000000000001000000000000000100000010000001000000000000000000100000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000010000000100000000000000000000000000000000000000001001000000000000000010000000000000000000000000001000000000000001000000000000000001000000000000000001010000000000000000000000000000000100000100000100000000000000000000000000000000000000000000000001000000010000000011000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000100000000000000000000010000000000000010000000000100000000000000000010000000000101100010000000000000000000001001100000000000000000000011000000000000000000000000000000000000000000000001000000100100000000001100000100000000000000000000000010000000000010000000000000000000001000000000000000100000000000000000000000000000000000000110000000000000000100000000000000000000000000100100000000000000000100000000000000000100000100000000000000001000000001000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000001000000000100000000000000000000100000000000000001000000000000000000000000000000000100000100000000000000100000000010000000000000000100100010000000000000000000000000000000000000000000000000000000010000000000100001010000100000000000000000000000001000000000100000010000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000101000000000000000000000000001000000000000000100100001000000000010110100001000000000000000010000000000000000000000000001010000100000000000000100100000000000000001000000000000000000000001000000000000000000000000001000000000000000000000000000000000000010000000000010000100000000,"[4, 9, 0]"
